,SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,PLAY_TYPE,TYPE_GROUPING,PERCENTILE,GP,POSS_PCT,PPP,FG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,EFG_PCT,POSS,PTS,FGM,FGA,FGMX
15,22020,1628963,Marvin Bagley III,1610612758,SAC,Sacramento Kings,OffRebound,Offensive,0.491,32,0.138,1.127,0.593,0.095,0.032,0.127,0.016,0.587,0.593,63,71,32,54,22
16,22020,1627734,Domantas Sabonis,1610612754,IND,Indiana Pacers,OffRebound,Offensive,0.497,33,0.089,1.129,0.591,0.21,0.097,0.21,0.016,0.597,0.591,62,70,26,44,18
17,22020,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,OffRebound,Offensive,0.711,34,0.144,1.269,0.625,0.077,0.0,0.077,0.0,0.654,0.625,52,66,30,48,18
18,22020,203954,Joel Embiid,1610612755,PHI,Philadelphia 76ers,OffRebound,Offensive,0.817,29,0.064,1.333,0.667,0.292,0.063,0.292,0.0,0.708,0.667,48,64,20,30,10
19,22020,1628389,Bam Adebayo,1610612748,MIA,Miami Heat,OffRebound,Offensive,0.775,33,0.075,1.311,0.645,0.267,0.089,0.2,0.044,0.667,0.645,45,59,20,31,11
20,22020,202684,Tristan Thompson,1610612738,BOS,Boston Celtics,OffRebound,Offensive,0.127,33,0.258,0.853,0.436,0.118,0.074,0.118,0.0,0.456,0.436,68,58,24,55,31
21,22020,1627826,Ivica Zubac,1610612746,LAC,LA Clippers,OffRebound,Offensive,0.293,37,0.223,1.0,0.522,0.105,0.088,0.088,0.0,0.526,0.522,57,57,24,46,22
22,22020,1626157,Karl-Anthony Towns,1610612750,MIN,Minnesota Timberwolves,OffRebound,Offensive,0.96,15,0.11,1.6,0.806,0.086,0.029,0.086,0.0,0.8,0.806,35,56,25,31,6
23,22020,203507,Giannis Antetokounmpo,1610612749,MIL,Milwaukee Bucks,OffRebound,Offensive,0.769,34,0.046,1.31,0.793,0.167,0.143,0.143,0.0,0.69,0.793,42,55,23,29,6
24,22020,1626158,Richaun Holmes,1610612758,SAC,Sacramento Kings,OffRebound,Offensive,0.591,30,0.139,1.2,0.579,0.156,0.067,0.156,0.067,0.578,0.579,45,54,22,38,16
25,22020,1630191,Isaiah Stewart,1610612765,DET,Detroit Pistons,OffRebound,Offensive,0.341,32,0.289,1.019,0.533,0.058,0.077,0.058,0.0,0.519,0.533,52,53,24,45,21
26,22020,203944,Julius Randle,1610612752,NYK,New York Knicks,OffRebound,Offensive,0.871,36,0.043,1.4,0.591,0.343,0.057,0.314,0.029,0.686,0.636,35,49,13,22,9
27,22020,1629057,Robert Williams III,1610612738,BOS,Boston Celtics,OffRebound,Offensive,0.74,28,0.236,1.289,0.714,0.184,0.132,0.158,0.053,0.632,0.714,38,49,20,28,8
28,22020,203486,Mason Plumlee,1610612765,DET,Detroit Pistons,OffRebound,Offensive,0.694,32,0.12,1.256,0.688,0.103,0.077,0.077,0.0,0.667,0.688,39,49,22,32,10
29,22020,1626171,Bobby Portis,1610612749,MIL,Milwaukee Bucks,OffRebound,Offensive,0.526,35,0.126,1.14,0.639,0.07,0.116,0.07,0.023,0.581,0.639,43,49,23,36,13
30,22020,1629675,Naz Reid,1610612750,MIN,Minnesota Timberwolves,OffRebound,Offensive,0.931,33,0.084,1.516,0.741,0.194,0.0,0.194,0.065,0.774,0.741,31,47,20,27,7
31,22020,203920,Khem Birch,1610612753,ORL,Orlando Magic,OffRebound,Offensive,0.405,34,0.214,1.07,0.529,0.163,0.07,0.163,0.023,0.535,0.529,43,46,18,34,16
32,22020,203926,Doug McDermott,1610612754,IND,Indiana Pacers,OffRebound,Offensive,0.965,32,0.072,1.63,0.792,0.148,0.0,0.111,0.037,0.815,0.792,27,44,19,24,5
33,22020,201577,Robin Lopez,1610612764,WAS,Washington Wizards,OffRebound,Offensive,0.244,33,0.176,0.955,0.474,0.114,0.045,0.114,0.023,0.5,0.474,44,42,18,38,20
34,22020,202696,Nikola Vucevic,1610612753,ORL,Orlando Magic,OffRebound,Offensive,0.22,35,0.056,0.933,0.513,0.044,0.089,0.044,0.0,0.467,0.513,45,42,20,39,19
35,22020,1627783,Pascal Siakam,1610612761,TOR,Toronto Raptors,OffRebound,Offensive,0.728,30,0.052,1.281,0.609,0.25,0.031,0.188,0.0,0.688,0.609,32,41,14,23,9
36,22020,203076,Anthony Davis,1610612747,LAL,Los Angeles Lakers,OffRebound,Offensive,0.52,23,0.075,1.139,0.583,0.278,0.056,0.25,0.0,0.639,0.583,36,41,14,24,10
37,22020,1628398,Kyle Kuzma,1610612747,LAL,Los Angeles Lakers,OffRebound,Offensive,0.347,35,0.097,1.025,0.514,0.075,0.075,0.075,0.025,0.5,0.529,40,41,18,35,17
38,22020,202324,Derrick Favors,1610612762,UTA,Utah Jazz,OffRebound,Offensive,0.686,33,0.182,1.25,0.625,0.188,0.063,0.188,0.0,0.656,0.625,32,40,15,24,9
39,22020,1629020,Jarred Vanderbilt,1610612750,MIN,Minnesota Timberwolves,OffRebound,Offensive,0.624,33,0.169,1.212,0.63,0.152,0.091,0.152,0.061,0.576,0.63,33,40,17,27,10
40,22020,1627751,Jakob Poeltl,1610612759,SAS,San Antonio Spurs,OffRebound,Offensive,0.214,31,0.203,0.93,0.556,0.023,0.163,0.023,0.023,0.465,0.556,43,40,20,36,16
41,22020,1630256,Jae'Sean Tate,1610612745,HOU,Houston Rockets,OffRebound,Offensive,0.564,33,0.109,1.182,0.586,0.121,0.061,0.091,0.061,0.576,0.586,33,39,17,29,12
42,22020,201599,DeAndre Jordan,1610612751,BKN,Brooklyn Nets,OffRebound,Offensive,0.471,34,0.151,1.118,0.621,0.059,0.088,0.059,0.0,0.559,0.621,34,38,18,29,11
43,22020,1627884,Derrick Jones Jr.,1610612757,POR,Portland Trail Blazers,OffRebound,Offensive,0.471,29,0.154,1.118,0.556,0.206,0.059,0.176,0.059,0.588,0.556,34,38,15,27,12
44,22020,1628971,Bruce Brown,1610612751,BKN,Brooklyn Nets,OffRebound,Offensive,0.791,32,0.12,1.321,0.667,0.107,0.036,0.107,0.0,0.679,0.667,28,37,16,24,8
45,22020,1628464,Daniel Theis,1610612738,BOS,Boston Celtics,OffRebound,Offensive,0.791,33,0.1,1.321,0.739,0.179,0.036,0.143,0.036,0.643,0.739,28,37,17,23,6
46,22020,1627732,Ben Simmons,1610612755,PHI,Philadelphia 76ers,OffRebound,Offensive,0.817,30,0.055,1.333,0.68,0.037,0.037,0.037,0.0,0.667,0.68,27,36,17,25,8
47,22020,1628021,David Nwaba,1610612745,HOU,Houston Rockets,OffRebound,Offensive,0.601,28,0.115,1.207,0.609,0.172,0.103,0.207,0.103,0.552,0.609,29,35,14,23,9
48,22020,1630173,Precious Achiuwa,1610612748,MIA,Miami Heat,OffRebound,Offensive,0.445,34,0.155,1.094,0.5,0.219,0.063,0.219,0.031,0.563,0.5,32,35,12,24,12
