,P&R Ball Handler,Spot-Up,Transition,ISO,Post-Up,P&R Roll Man,Cut,Offensive Rebound,Off Screen,Hand Off,Total
Josh Duncan,0,79,21,3,90,26,32,34,9,0,294
E.J. Rowland,203,32,59,64,13,0,6,11,6,7,401
Dorukhan Engindeniz,65,82,29,12,0,0,9,10,11,6,224
Robert Carter,6,71,36,29,68,125,43,49,6,1,434
Berke Aygunduz,3,13,4,0,0,0,4,2,1,0,27
Kenny Boynton,771,122,93,143,4,0,13,21,46,25,1238
Kamer Bayraktar,0,3,1,0,0,0,0,1,0,0,5
Gaffar Cetin,0,1,1,1,0,0,1,1,1,0,6
Burak Eslik,108,91,78,44,1,0,3,10,6,8,349
Kaan Konak,0,3,0,1,0,0,0,0,0,0,4
Yigit Ozkan,3,3,1,0,0,0,1,1,0,0,9
Yusuf Secen,2,3,1,1,0,0,1,0,0,1,9
Batuhan Kaplan,0,0,0,0,0,0,1,0,0,0,1
Bekir Karli,2,12,0,0,2,0,2,0,1,0,19
Yigit Ozovali,3,3,1,1,0,0,0,0,1,0,9
Efe Ceran,0,0,0,1,0,0,0,1,0,0,2
Mehmet Ozgul,1,3,1,0,1,0,0,4,0,0,10
Ali Yurtseven,0,0,0,0,0,2,1,0,0,0,3
Leon Apaydin,16,11,3,0,0,0,1,2,0,1,34
Mustafa Kircali,0,0,1,0,4,2,1,9,0,0,17
Marin Maric,0,0,0,0,0,1,1,0,0,0,2
Cody Lalanne,0,11,1,1,15,21,12,13,0,0,74
C.J. Watson,6,4,3,3,0,0,1,1,1,1,20
Mehmet Alemdaroglu,0,0,1,0,0,1,1,0,0,0,3
Yigitcan Saybir,1,53,27,3,6,9,21,26,0,0,146
Tufan Onen,0,16,1,4,4,2,6,4,1,0,38
Charles Watson Jr,52,13,16,6,0,0,2,1,9,5,104
Christopher Obekpa,0,4,19,2,13,41,46,51,1,0,177
Will Bynum,25,6,10,11,0,0,0,0,2,1,55
Emre Tanisan,0,0,2,0,1,0,1,1,0,0,5
Vlad Moldoveanu,0,89,14,2,38,23,13,25,35,6,245
Tevfik Gokseven,1,0,1,0,0,0,0,0,0,0,2
Rodney Pryor,5,12,4,3,1,0,2,1,2,3,33
Jake Odum,1462,292,219,267,26,1,27,89,27,59,2469
T.J. Cline,0,0,0,0,0,0,0,1,0,0,1
Stevie Browning,239,68,59,53,6,0,11,20,15,21,492
Tai Webster,859,198,213,103,23,0,22,38,28,42,1526
Aaron Harrison,420,106,94,97,20,1,14,19,74,30,875
Nigel Hayes,41,128,35,62,86,13,24,45,18,9,461
Omercan Ilyasoglu,56,12,7,5,0,0,0,6,1,1,88
Terrance Campell,399,158,30,28,0,1,10,23,12,19,680
Ekrem Sancakli,8,9,3,2,0,0,0,1,1,1,25
Shaq Mckissic,97,124,92,30,1,0,15,26,32,9,426
Burak Can Yildizi,14,96,48,10,50,10,17,41,2,0,288
D.J. Shelton,2,63,25,10,41,22,21,24,8,0,216
Alex Perez,754,116,82,179,22,0,16,18,20,26,1233
Arber Berisha,0,0,2,0,1,2,4,1,0,1,11
Markel Brown,101,61,49,13,1,1,16,23,12,10,287
Franck Yangue,0,1,4,0,12,7,7,18,0,0,49
Jeremy Evans,3,75,38,3,52,81,69,89,12,1,423
Mert Akay,25,11,7,1,0,0,4,8,1,5,62
Cengizhan Ivedi,14,21,20,5,1,0,12,20,3,3,99
Selim Sav,0,11,5,1,5,4,3,13,1,0,43
Yigit Can Vardal,27,8,4,4,0,0,1,0,3,2,49
Yigit Abdullahoglu,0,6,4,1,0,1,1,0,0,0,13
Hakan Yapar,0,30,6,5,36,18,17,12,0,0,124
Dewayne White,2,147,34,24,118,49,70,36,5,0,485
Chris Babb,434,403,178,107,25,6,30,60,177,42,1462
Hadi Ozdemir,0,15,4,6,14,0,11,28,0,0,78
Mert Gizir,5,34,14,8,0,0,6,5,5,1,78
Sabahattin Can Gondur,27,17,1,4,0,0,0,1,0,0,50
Berkay Buyukbayrak,0,0,1,0,0,0,1,0,0,0,2
Talat Altunbey,0,15,7,0,13,19,7,9,0,0,70
Dorukhan Engndenz,38,24,16,8,0,1,3,4,9,0,103
Safdar Aydin,6,7,3,3,0,0,0,1,0,1,21
Semih Beyazit,1,0,0,0,0,0,1,0,1,0,3
Oguz Akbas,0,1,0,0,0,0,0,2,0,0,3
Yigit Oncel,0,0,1,0,0,0,0,1,0,0,2
Huseyn Cevrgen,0,19,6,2,7,9,13,19,1,1,77
Kerem Bulat,60,10,11,13,0,0,1,2,1,2,100
Mehmet Meric,41,21,30,10,0,0,2,7,1,6,118
Yasin Tok,15,1,6,6,0,0,0,4,0,1,33
Emre Akyuz,0,3,1,0,1,2,2,5,0,0,14
Yusuf Ozkan,3,4,3,0,0,0,1,2,0,0,13
Burak Cimen,0,2,2,0,0,0,1,0,0,0,5
Assem Marei,1,22,71,15,649,323,196,322,1,1,1601
Leon Harun Apaydin,0,1,1,0,0,0,0,0,0,0,2
Christopher Evans,4,30,17,7,12,2,7,11,2,0,92
Batuhan Dikmen,7,5,5,0,0,0,0,0,0,1,18
Davon Shelton Jr,0,31,18,9,32,14,13,10,1,0,128
Erxhan Osmani,3,8,2,1,6,0,3,3,0,0,26
Melh Kurtuluz,0,3,3,0,1,6,7,3,0,0,23
Efe Tirpanci,18,9,6,5,4,0,3,4,0,0,49
Mustafa Kurtuldum,9,15,14,1,0,0,2,4,1,0,46
Jamelle Hagins,1,16,55,5,302,173,150,132,3,0,837
Smal Gulmez,7,4,4,0,0,0,0,4,0,0,19
TK Edogi,0,21,13,7,21,33,16,22,0,0,133
Terrell Holloway,254,61,68,46,6,0,14,9,18,5,481
Diante Garrett,259,47,50,43,13,0,10,11,5,10,448
Mitchell Wilbekin,125,24,11,23,0,0,1,8,2,0,194
Mckenzie Moore,51,15,14,35,10,0,4,9,3,0,141
Berent Kavaklioglu,128,57,17,16,0,0,3,6,4,3,234
Kelsey Barlow,273,100,94,145,4,1,7,24,27,27,702
Huseyin Cevirgen,0,3,0,0,0,0,0,1,0,0,4
Alan Herndon,0,24,2,5,14,27,17,16,2,0,107
Mire Chatman,1,33,6,2,1,7,6,4,3,0,63
Deividas Galius,9,27,14,1,3,1,4,7,8,2,76
Sinan Saglam,7,16,8,0,0,0,12,10,0,0,53
Andre Spight,14,17,12,4,0,0,1,2,3,1,54
Marco Knight,87,28,29,17,9,0,22,20,6,1,219
Jeff Whitey,0,3,0,0,9,30,11,10,0,0,63
Ismail Gulmez,0,0,0,0,0,0,0,1,0,0,1
Landry Nnoko,0,19,40,4,220,74,96,131,0,0,584
Shevon Thompson,0,1,1,2,7,5,0,9,0,0,25
Tyler Ennis,5,2,0,1,0,0,1,0,0,0,9
Cenk Sekeroglu,0,0,1,0,5,3,3,0,0,0,12
Ahmet Tuncer,5,1,4,0,1,0,1,0,0,1,13
James Smith,268,42,30,28,0,0,3,4,7,8,390
Emanuel Terry,0,1,14,1,17,44,39,37,1,0,154
Furkan Haltali,0,0,4,0,4,8,15,11,0,0,42
Omar Prewitt,93,83,46,23,9,0,13,18,24,6,315
Alperen Sengun,0,13,6,3,14,12,10,14,0,0,72
Derrick Williams,4,154,69,34,119,40,69,35,9,1,534
Malcolm Thomas,3,47,28,4,129,145,88,114,2,2,562
Jordon Crawford,685,110,127,116,2,1,6,21,5,22,1095
Jamal Jones,38,105,54,28,32,10,14,28,12,10,331
Corey Davis,118,59,37,10,0,0,4,10,15,6,259
Firat Alemdaroglu,0,0,1,0,2,8,15,8,0,0,34
Thomas Akyazili,10,15,7,0,0,0,1,1,0,0,34
Ali Ulas Peker,9,4,0,0,0,0,0,0,1,0,14
Bonzie Colson,5,51,49,3,32,6,18,33,10,0,207
Archie Goodwin,150,52,79,49,12,0,9,8,4,5,368
Gary Browne,109,20,16,22,2,0,1,6,4,7,187
Antonio Campbell,1,41,6,2,33,18,7,21,3,0,132
Jonathan Hamilton,0,3,10,0,19,28,21,44,0,1,126
Cole Huff,2,51,7,1,2,1,3,1,1,1,70
Semih Say,2,4,5,2,0,0,3,1,0,1,18
Alp Oktay,0,0,1,0,0,1,0,0,1,0,3
Jeremy Saffold,11,49,27,9,5,1,16,24,1,5,148
Robert Upshaw,0,10,13,3,128,38,31,43,6,0,272
Cevher Azer,3,63,7,4,77,15,5,28,30,0,232
Perry Jones,15,63,24,42,31,17,17,10,26,0,245
Amath MBaye,28,71,28,26,20,21,7,16,23,2,242
Ismet Akpinar,730,371,152,106,1,0,24,51,53,64,1552
Alex Poythress,1,27,23,2,26,17,22,13,1,0,132
Nemanja Djurisic,6,143,57,19,82,31,44,53,10,0,445
Matt Lojeski,143,127,114,27,72,0,49,46,97,10,685
Ismail Ulusoy,112,32,12,7,0,0,2,13,1,3,182
Bora Satir,9,2,2,2,0,0,2,0,0,1,18
Batin Tuna,5,3,5,1,1,0,1,4,0,1,21
Arca Tuluoglu,10,3,2,0,0,0,0,0,1,1,17
Aydin Yigitalp Tayfur,0,0,0,0,2,0,1,1,1,0,5
Shaq McKissic,120,54,56,30,9,2,12,15,10,6,314
Alec Peters,1,98,20,3,21,12,16,21,28,0,220
Bartu Yilmaz,1,0,0,0,0,0,0,0,0,0,1
Tarik Phillip,88,52,36,13,3,0,7,5,1,6,211
Tukberk Gedikli,5,8,5,1,0,0,0,2,0,3,24
Omer Yavas,0,0,0,0,2,0,0,1,0,0,3
Ra'Shad James,113,55,49,44,17,1,5,13,25,7,329
Mahir Agva,2,73,46,4,279,222,146,181,10,1,964
Utku Saraloglu,3,1,0,0,0,0,0,3,0,0,7
RJ Hunter,62,43,29,2,0,0,13,2,25,14,190
Ali Tuncer,0,0,1,0,3,2,1,1,0,0,8
Sadik Kabaca,4,4,1,0,1,1,3,1,0,0,15
Nando De Colo,590,216,166,108,112,2,53,33,61,42,1383
Ata Can Atsuren,0,0,1,0,1,0,0,1,0,0,3
Allerik Freeman,141,37,42,31,5,0,10,12,26,9,313
Docyukan Azanli,4,7,0,0,0,0,2,1,0,0,14
Mert Alemdar,0,7,2,0,0,0,0,1,0,0,10
Brandon Triche,110,48,28,10,1,0,4,7,13,11,232
Tuna Han Dikmen,0,1,2,0,5,0,1,2,0,0,11
Dora Doruk,4,6,2,1,0,0,0,0,1,0,14
Efe Sarica,0,1,0,1,0,0,0,0,0,0,2
Atakan Erdek,12,1,3,1,0,0,0,0,0,1,18
Ben Moore,1,17,8,2,5,4,11,17,1,0,66
Can Turgut,0,0,0,0,0,0,0,0,1,0,1
Adem Bona,0,0,0,0,0,0,0,0,0,0,0
Tyus Perrantes,19,0,0,2,0,0,0,0,1,0,22
Bari Erlim,2,1,1,1,0,0,0,1,0,0,6
Evrim Berk Ozkan,0,1,0,0,0,0,0,0,0,0,1
Matthew Lojeski,168,238,137,41,29,0,53,56,101,15,838
Hasan Efe Uzun,0,2,0,0,0,0,0,0,0,0,2
Oncel Ridvan,12,1,1,0,0,0,1,2,0,0,17
Vangelis Mantzaris,704,559,162,112,100,1,8,63,28,34,1771
Cedric Simmons,1,18,23,6,123,109,105,96,0,0,481
Roko Leni Ukic,151,50,24,43,36,0,4,13,8,3,332
Georgios Printezis,10,404,176,79,607,95,229,167,22,2,1791
Dimitrios Diamantidis,296,81,26,32,31,0,2,9,36,1,514
Vasilis Spanoulis,345,46,37,74,0,0,1,8,34,11,556
Loukas Mavrokefalidis,3,239,115,35,581,266,163,206,32,2,1642
Antonis Fotsis,3,335,116,7,21,20,60,153,60,3,778
Ramel Curry,81,72,40,14,0,0,2,13,45,2,269
Kostas Sloukas,217,67,30,49,0,0,1,11,11,8,394
Michalis Tsiarelis,2,88,37,19,113,35,84,45,3,1,427
Marc Antonio Carter,106,101,39,52,14,0,10,20,72,6,420
Christos Saloustros,81,413,213,57,92,2,139,185,17,9,1208
Kostas Haralampidis,277,77,43,39,1,1,15,6,48,28,535
Marios Batis,301,122,42,47,8,1,4,12,15,12,564
Giorgos Bogris,1,32,18,0,94,200,104,102,0,0,551
Eric McCollum,357,87,56,156,8,0,5,20,59,12,760
Giannis Athanasoulas,161,182,72,26,112,4,20,55,17,4,653
Evaggelis Margaritis,1,84,12,6,52,18,33,25,3,1,235
Vassilis Simtsak,0,2,6,1,41,26,37,44,0,0,157
Nikos Kalles,0,15,5,2,58,34,43,37,0,0,194
Georgios Dedas,37,135,37,4,1,7,3,21,108,49,402
Apollon Tsochlas,1070,202,70,93,3,1,4,29,49,21,1542
Goran Vucicevic,4,7,3,0,1,0,2,2,0,0,19
Guy-Marc Michel,0,2,6,0,48,52,51,69,1,0,229
Dimitris Stamatis,317,76,43,48,0,0,20,22,12,14,552
Michail Liapis,17,62,20,6,1,0,6,12,5,1,130
Ioannis Papapetrou,61,468,233,46,189,8,118,137,33,16,1309
Dimitris Agravanis,0,20,6,0,6,1,7,7,0,0,47
Nikos Pappas,508,332,262,124,20,4,38,49,68,27,1432
Gaios Skordilis,0,38,40,7,106,137,143,151,2,1,625
Alexis Kiritsis,32,39,11,17,11,0,5,7,12,1,135
Ray Reese,3,7,0,1,1,0,0,1,3,0,16
Dimitrios Tsaldaris,104,88,34,29,1,0,2,7,53,7,325
Nikos Liakopoulos,565,64,53,125,1,0,1,25,0,7,841
Mihalis Kakiouzis,0,82,16,1,51,30,53,44,1,0,278
Yiannis Psathas,5,28,13,6,15,1,19,19,2,0,108
Nikos Barlos,6,272,63,46,127,71,93,74,14,6,772
Ogo Adegboye,59,36,13,21,1,0,0,2,0,1,133
Dimitrios Kompodietas,4,16,4,2,0,0,2,1,0,0,29
Tony Woods,0,15,12,16,161,81,96,88,1,0,470
Sasa Vasiljevic,298,124,37,27,1,0,4,11,29,13,544
Nikos Gikas,1539,254,203,282,1,0,11,54,38,53,2435
Antonis Asimakopoulos,3,45,13,12,47,29,19,35,3,0,206
Eleftherios Bochoridis,665,295,193,172,70,1,40,95,62,37,1630
Kostas Charissis,0,21,7,7,70,26,36,30,0,0,197
Michalis Pelekanos,30,258,77,41,96,3,41,51,37,12,646
Spyros Mourtos,322,398,113,194,75,2,83,144,19,19,1369
Efthimios Tsakaleris,0,23,10,11,13,8,19,24,2,0,110
Vasileios Kavvadas,1,7,15,0,165,28,59,55,0,0,330
Zisis Sarikopoulos,2,26,35,3,318,213,151,248,1,1,998
Andreas Christodoulou,315,303,175,95,31,2,46,44,39,27,1077
Diamantis Slaftsakis,21,228,153,20,98,37,136,110,4,10,817
Julian Vaughn,0,16,43,7,122,93,158,186,0,0,625
Edin Bavcic,3,101,21,3,107,72,42,75,4,1,429
Nikola Markovic,8,220,71,62,215,116,78,139,8,0,917
Thodoris Zaras,535,380,90,115,3,0,21,35,272,71,1522
Dante Stiggers,231,87,36,48,0,0,11,16,4,15,448
Stamatis Benas,0,4,5,0,3,11,14,12,0,0,49
Ronald Ross,246,45,27,45,3,0,5,14,9,16,410
Ioannis Lianos,20,72,13,24,7,2,8,27,7,7,187
Lenny Daniel,0,23,26,25,30,54,43,54,2,0,257
Vladimir Petrovic Stergiou,14,67,15,23,13,1,6,8,15,5,167
Vasileios Niforas,2,7,2,4,0,0,0,11,0,1,27
Giannis Molfetas,18,46,14,17,6,1,2,19,6,1,130
Amin Hott,43,21,8,3,0,0,3,9,2,2,91
Vasileios Charalampopoulos,11,65,19,21,46,3,7,26,23,2,223
Saras Mastrogiannopoulos,0,1,1,0,0,0,0,0,0,0,2
Andreas Oikonomopoulos,1,10,2,1,0,1,1,2,0,0,18
Christos Petrodimopoulos,0,1,1,0,4,10,7,3,0,0,26
Giorgos Diamantakos,0,6,5,0,33,18,16,22,1,0,101
Dimitris Katsivelis,23,24,12,5,1,0,1,4,6,1,77
Dimitris Arapis,4,32,4,1,1,0,3,6,1,2,54
Larry Turner,2,7,13,3,136,68,58,51,0,0,338
David Kyles,43,13,18,26,2,0,2,4,7,1,116
Thomas Nikou,170,24,9,32,0,0,1,5,2,11,254
Petros Melissaratos,0,10,6,2,29,16,15,23,0,0,101
Antonis Mantzaris,34,58,26,20,7,0,1,8,9,6,169
Josh Fisher,49,20,14,9,8,0,2,1,5,1,109
Rob Jones,4,92,38,55,52,38,43,59,8,0,389
Nikos Argyropoylos,227,69,28,150,73,0,4,20,14,13,598
Panagiotis Kaperonis,6,6,2,0,0,0,0,1,0,0,15
Patrick Ewing Jr.,5,31,33,47,72,65,45,37,2,1,338
Michael Porrini,90,17,20,19,4,0,5,9,3,4,171
Mihalis Giannakidis,111,40,10,10,5,0,6,6,6,16,210
Uros Petrovic,5,65,12,11,3,8,4,10,25,2,145
Marios Matalon,239,50,26,70,1,0,3,6,1,8,404
Steve Panos,1,0,21,0,87,48,30,29,0,0,216
Jessie Sapp,27,6,8,5,3,1,1,4,8,1,64
Stefan Peruncic,10,38,12,15,0,4,2,8,21,5,115
Konstantinos Nikolopoulos,14,21,6,2,0,0,0,4,3,2,52
Ivan Aska,2,68,67,46,113,75,76,66,10,4,527
Yannis Gagaloudis,310,38,40,75,6,0,2,5,11,13,500
Vasileios Toliopoulos,11,1,0,5,0,0,0,0,0,0,17
Sotirios Manolopoulos,6,258,61,23,36,31,10,32,32,5,494
Alexis Spanos,3,12,4,2,0,0,1,2,0,0,24
Alex Vougioukas,0,3,0,0,2,4,0,4,0,0,13
Vangelis Bebis,3,0,2,2,0,0,1,1,0,0,9
Antonis Koniaris,385,134,49,87,3,1,7,40,13,20,739
Akis Kallinikidis,1,22,4,1,1,0,11,15,1,0,56
Calistus Eziukwu,0,1,9,2,66,21,20,30,0,0,149
Courtney Pigram,82,29,31,33,3,0,4,9,8,2,201
Fanis Koumpouras,277,58,49,73,4,0,4,9,2,9,485
Periklis Dorkofikis,4,99,22,9,109,44,13,14,6,0,320
Giannis Kalambokis,104,49,33,38,14,0,8,8,22,8,284
Panagiotis Kafkis,244,66,24,39,35,0,4,15,9,7,443
Justin Hurtt,117,67,68,73,6,0,7,8,46,14,406
Stelios Ioannou,80,77,66,23,23,0,44,45,4,4,366
Anastasios Antonakis,2,53,7,6,16,4,11,22,4,1,126
Giannis Sinnis,0,21,4,5,10,8,1,11,5,0,65
Luka Drca,30,13,12,23,2,0,1,12,3,0,96
Damir Latovic,0,30,10,3,35,13,12,20,1,0,124
Nikos Chatzis,133,30,10,13,5,0,5,10,38,7,251
Nikos Angelopoulos,1,96,14,13,139,43,10,28,8,0,352
Bernard Hopkins,11,8,3,4,0,0,0,2,3,3,34
Nontas Papantoniu,176,38,38,51,18,0,18,17,8,10,374
Stevan Nadjfeji,2,24,4,1,6,6,8,8,2,0,61
Kostas Kakaroudis,6,98,19,5,37,15,55,25,13,1,274
Angelos Tsamis,340,146,57,89,15,0,12,35,33,8,735
Giannis Georgalis,39,299,54,24,18,9,16,60,18,7,544
Christos Stefanidis,115,65,22,30,0,0,2,14,1,3,252
Andreas Kanonidis,7,55,37,4,41,4,17,23,2,0,190
Thodoris Sioutis,2,31,2,2,0,0,1,4,0,1,43
Thananis Zafiris,5,11,2,1,0,0,0,0,1,0,20
Christos Deligiannis,0,5,7,0,41,32,38,23,1,0,147
Jeremy Hunt,8,21,4,6,6,0,0,3,2,1,51
Giorgos Fountas,1,1,2,0,0,0,0,0,1,0,5
Dimosthenis Avramidis,62,42,12,7,1,0,12,14,1,2,153
Rokas Uzas,3,11,6,1,1,0,1,3,2,0,28
Alexandros Spyridonidis,31,22,4,8,0,0,0,2,1,3,71
Savvas Tsougarakis,1,1,1,0,19,16,8,7,0,0,53
Ioannis Lekakis,0,0,0,0,0,0,0,0,0,0,0
Andreas Pelekoudas,0,3,1,0,5,8,8,4,0,0,29
Darrius Garrett,2,9,29,5,40,98,91,134,0,0,408
Derek Wright,158,33,20,73,0,0,2,9,2,6,303
Travis Woodall,25,7,6,11,0,0,5,3,1,1,59
Giannis Demertzis,59,22,5,8,0,0,1,8,0,3,106
Giorgos Danas,1,1,0,1,0,0,0,0,0,0,3
Giannis Dimakos,141,144,66,15,6,0,12,23,20,17,444
Konstantinos Fakopoulidis,11,7,1,3,1,0,0,1,0,1,25
