,P&R Ball Handler,Spot-Up,Transition,ISO,Post-Up,P&R Roll Man,Cut,Offensive Rebound,Off Screen,Hand Off,Total
Abdelali Lahrichi,97,30,58,24,2,0,9,13,4,6,243
Richard Moguena,0,23,16,6,8,1,17,8,0,1,80
Soufiane Benhmine,3,15,7,4,0,0,0,2,2,1,34
Ronald Kolmia,16,49,47,10,9,0,5,14,6,3,159
Jihad Benchlikha,6,22,12,2,0,0,4,7,0,0,53
John Wilkins,0,36,10,1,7,10,6,1,2,0,73
Michael Koibe,20,53,55,22,16,0,8,18,17,8,217
Hamza Foulani,1,8,6,1,4,1,5,6,0,1,33
Forel Ndoumangar,0,0,0,0,0,0,3,0,0,0,3
Francis Mamadjibeye,7,16,20,2,1,0,5,5,3,0,59
Doungous Allah-Asra,14,0,2,1,0,0,0,5,0,1,23
Sami al-Uariachi,7,6,9,0,0,0,1,3,4,4,34
Olivier Ndilngar,99,17,21,20,0,0,5,8,0,2,172
Faycal Ben Boufarasse,0,0,0,0,4,1,1,2,0,0,8
Mohamed Aboussalam,0,6,3,1,0,0,0,0,0,1,11
Bienvenu Djimassal,0,16,15,8,16,6,19,16,0,0,96
Roland Djedouboum,0,6,3,0,4,2,5,3,0,0,23
Doumgoto Djikoloum,0,1,0,0,0,0,0,0,0,0,1
Gedeon Pitard,41,17,7,5,0,0,4,12,5,2,93
Youssef Shousha,55,40,28,11,0,0,4,5,6,7,156
Ben Mbala,2,55,33,18,27,11,21,23,1,0,191
Haytham Kamal,0,73,21,5,26,35,26,27,3,3,219
Arnaud-William Adala Moto,13,56,30,11,8,1,9,12,14,1,155
Jeremy Nzeulie,69,74,48,19,1,0,1,7,23,3,245
Ibrahim El-Gammal,147,70,48,27,0,0,4,23,37,21,377
Ahmed Soliman,4,2,8,1,0,0,0,3,0,3,21
Kenny Kadji,0,34,9,6,20,6,4,17,0,0,96
Franck Yangue,0,5,6,0,13,10,11,20,0,0,65
Omar Oraby,0,5,16,0,59,8,33,20,0,0,141
Anas Mahmoud,0,3,2,4,4,4,3,6,1,1,28
Ahmed Metwaliy,8,9,3,4,0,0,0,1,1,0,26
Felix Bogmis,19,55,30,12,0,0,0,7,13,4,140
Ebrahem Khalil,8,4,3,0,0,0,0,3,4,4,26
Frank Tchoubaye,20,51,22,4,1,0,5,15,5,2,125
Ramy Abdallah,1,31,8,1,9,8,6,11,5,2,82
Basem Alian,5,6,5,0,0,0,3,2,1,1,23
Joao Jungo,0,1,1,0,2,0,1,2,0,0,7
Ngijol Songolo,34,25,28,4,0,0,2,7,9,2,111
Mohamed Choua,9,30,27,7,28,1,31,38,4,0,175
Arnold Kome,2,8,1,2,0,0,0,8,1,1,23
Marouane El Hanini,3,0,2,2,0,0,3,1,0,0,11
Ahmed Moustafa Elsayed,1,2,0,1,0,0,0,1,0,0,5
Ahmad Dhif,7,3,2,0,0,0,0,0,0,0,12
Omar Farag,4,1,0,0,0,0,0,0,1,0,6
Mohaman Nkene Tsaace,0,0,0,0,0,0,0,1,0,0,1
Bertrand Nkali,0,0,0,0,0,0,0,1,0,0,1
Ahmed Khalaf,0,3,0,0,1,1,7,7,1,0,20
Haithem Saada,0,0,0,0,0,0,1,0,0,0,1
Mohamed Taha Mohamed,15,15,4,2,0,1,4,0,0,2,43
Assem Marei,1,11,14,4,52,10,12,30,2,1,137
Landry Nnoko,0,1,1,1,6,0,7,5,0,0,21
Ayman Elmaraghy,12,5,6,2,0,0,1,2,1,2,31
Finley Sama Taku,4,3,5,0,0,0,2,1,0,0,15
Michel Ipouck,1,6,2,0,6,2,1,6,1,0,25
Ramy Gunady,63,41,14,3,0,0,2,6,5,10,144
Ike Nwamu,37,32,27,7,1,0,4,2,5,4,119
Gorgui Dieng,3,82,51,35,178,24,40,49,10,1,473
Christopher Obekpa,0,1,2,0,4,3,8,7,0,0,25
Omar Badio,2,2,1,0,0,0,0,0,0,0,5
Louis Adams,19,23,8,4,0,0,0,2,2,0,58
Ibrahima Thomas,0,21,6,0,7,5,4,12,0,0,55
Bryant Mbamalu,31,43,41,4,1,0,13,8,6,0,147
Jone Pedro,0,1,1,1,0,3,3,6,0,0,15
Julio Afonso,0,2,1,0,0,0,1,0,0,0,4
Elie Kaje,0,5,7,4,32,3,16,26,1,0,94
Aristide Mugabe,29,20,11,6,0,0,3,10,0,1,80
Dan Manzi,7,26,13,5,10,12,6,6,4,0,89
Walter Nkurunziza,7,14,7,6,0,0,3,3,1,1,42
Soufiane Kourodu,1,25,28,1,32,7,42,18,2,2,158
Abderrahim Najah,1,30,27,8,44,13,41,35,2,1,202
Mohamed Hachad,16,7,6,5,0,0,0,3,5,2,44
Asnal Noubaramadje,33,8,23,3,0,0,1,2,1,1,72
Karim Gourari,4,11,6,0,0,0,0,7,6,1,35
Nakoye Issa,0,10,0,1,2,0,7,3,0,0,23
Mahamadou Kante,105,33,53,12,0,0,3,6,3,2,217
Drissa Ballo,0,1,5,0,57,7,18,27,0,0,115
Mamadou Sy,3,6,9,1,2,0,7,8,0,0,36
Samba Balayera,13,21,11,2,1,0,2,1,0,1,52
Amadou Kaba,1,1,1,0,0,0,1,0,0,0,4
Pedro Bastos,6,1,1,0,0,0,0,0,0,1,9
Tanguy Samedi,2,2,4,2,0,0,1,0,0,1,12
Morel Lenguewane,0,1,1,0,0,0,1,0,0,0,3
Omar Maatouk,11,8,5,0,0,0,0,4,0,1,29
Serge Pohohoulou,1,7,1,0,0,0,0,0,0,0,9
Kevin Ndahiro,1,7,1,0,3,1,1,0,0,0,14
D.J. Strawberry,26,4,11,4,1,0,3,2,6,1,58
Mohamed Souare,2,15,7,7,19,11,7,14,1,1,84
Yacouba Sylla,48,21,21,5,0,0,0,4,3,2,104
William Sako,22,12,8,7,1,0,2,2,2,1,57
Abdoulaye Sy,20,11,10,3,0,0,3,7,4,1,59
Daye Kaba,13,8,5,0,0,0,0,2,0,2,30
Ousmane Niang,0,5,0,1,0,2,2,1,0,0,11
Salim Gassama,0,4,3,0,0,0,0,1,1,1,10
Alpha Diallo,0,0,0,0,10,1,4,2,0,0,17
Mohamed Queta,0,14,7,1,3,5,3,6,0,0,39
Mohamed Youla,3,10,4,0,0,0,4,1,1,0,23
Franck Kamdoum,0,1,2,0,6,1,3,3,0,1,17
Williams Narace,2,8,10,2,6,1,12,7,0,0,48
Deng Geu,0,11,9,5,5,5,4,12,4,1,56
Robinson Odoch,33,17,24,4,0,0,1,5,13,6,103
Jordin Mayes,24,14,14,8,0,0,2,2,1,0,65
Samuel Kalwanyi,0,10,4,0,5,9,9,11,1,0,49
Jimmy Enabu,112,16,40,8,1,0,5,7,3,5,197
Emmanuel Mugenga,4,8,7,4,0,0,0,3,0,0,26
James Okello,0,4,12,1,5,1,9,7,0,0,39
Joseph Ikong,4,13,9,3,2,0,2,8,3,1,45
Ivan Lumanyika,0,1,3,0,1,3,4,2,0,0,14
Syrus Kiviiri,15,15,9,0,0,0,0,3,1,1,44
Stephen Omony,17,22,14,4,1,0,3,7,3,3,74
Stanly Mugerwa,0,1,0,0,0,0,0,1,0,0,2
Ibrahim Saounera,38,16,21,10,0,0,0,1,4,0,90
Tosin Mehinti,0,2,3,0,8,1,7,7,0,0,28
Caleb Agada,9,3,12,1,0,0,0,6,1,0,32
Augustine Okosun,0,0,1,0,4,2,2,3,0,0,12
Papa Tandina,5,24,7,2,0,0,0,2,8,1,49
Jonathan Kasibabu,0,7,2,0,1,1,4,8,0,0,23
Christian Eyenga,27,11,8,9,0,0,0,1,1,1,58
Carl Ona-Embo,24,10,1,4,0,0,0,0,0,2,41
Mathieu Kamba,5,11,9,1,0,0,0,2,0,1,29
Omari Gudul,0,3,1,1,7,3,1,8,0,1,25
Shekinah Munanga,3,13,5,3,0,0,1,6,0,3,34
Evariste Shonganya,12,37,25,21,20,12,10,10,5,5,157
Ruphin Kayembe,0,5,1,0,2,0,6,8,1,0,23
Maxi Munanga,52,26,36,8,1,0,2,7,3,5,140
Edson Ndoniema,22,25,15,4,0,0,12,15,4,5,102
Rodrigue Ebondo,10,10,7,3,1,0,2,4,1,2,40
Zakaria El Masbahi,29,32,19,9,1,0,4,2,6,5,107
Adil El Makssoud,40,32,26,29,7,0,10,13,12,5,174
Amr Abdelhalim,92,65,25,17,5,1,5,16,7,10,243
Eslam Mohamed,9,1,1,0,0,0,0,3,0,1,15
Custodio Muchate,0,34,6,6,7,5,9,8,3,0,78
Elves Houana,4,9,1,3,0,0,0,3,6,1,27
Helton Ubisse,0,8,12,5,38,5,36,24,3,0,131
Kendal Manuel,28,9,14,6,0,0,0,1,10,2,70
Pape Badji,0,12,9,2,29,9,17,14,0,0,92
Orlando Novela,12,0,4,0,0,0,1,4,1,2,24
Octavio Magolico,0,13,12,3,11,10,10,8,1,1,69
Ermelindo Novela,16,16,20,7,0,0,3,9,4,1,76
Dercio Mula,0,0,1,0,0,0,2,0,0,0,3
Ismael Nurmamade,25,8,11,6,0,0,0,3,5,1,59
Inelcio Chire,0,0,1,0,3,4,14,7,0,0,29
Evans Ganapamo,5,13,8,5,0,1,4,3,0,0,39
Willy Kouassi,0,0,3,0,4,1,13,6,0,0,27
Salim Kone,6,18,11,1,1,0,1,3,4,1,46
Hermenegildo Santos,22,5,3,2,0,0,0,2,0,0,34
Ahmed Doumbia,23,5,2,2,0,0,0,0,0,0,32
Pitchou Manga,0,12,3,2,14,4,9,9,1,0,54
Karim Nesba,0,0,0,0,0,0,0,0,0,0,0
Steven Perriere,0,1,0,0,0,0,0,0,0,0,1
Eddy Ngoy,0,3,0,1,3,1,5,4,0,0,17
Augusto Matos,11,14,22,13,0,0,3,1,15,1,80
Ahmed Bakr,0,9,8,3,1,2,3,4,0,0,30
Cheick Soumaoro,0,2,1,0,1,3,5,5,0,0,17
Hamza Ruhezamihigo,31,12,18,4,0,0,0,3,3,8,79
Stanley Ocitti,2,42,13,6,19,18,7,13,1,2,123
Brandon Sebirumbi,0,2,2,1,25,3,12,15,1,0,61
Josh Johnson,18,9,2,3,0,0,1,0,0,2,35
Mark Opio,1,1,1,0,0,0,0,0,0,0,3
Bienvenu Niyonsaba,0,0,1,0,0,0,4,1,0,0,6
Michael Efevberha,17,4,12,0,1,0,0,0,1,4,39
Moustapha Diarra,0,2,2,1,5,2,4,3,0,0,19
Michael Ojo,2,7,1,0,0,0,0,1,0,0,11
Lotanna Nwogbo,0,0,0,0,1,0,1,0,0,0,2
Ikechukwu Ofoegbu,0,6,4,0,0,0,0,0,1,0,11
Fode Traore,5,19,9,0,0,0,1,1,4,1,40
Serge Kraka,0,1,1,0,0,1,0,0,0,0,3
Freddy-Glenn Feidanga-Temodea,0,1,3,0,3,0,0,1,0,0,8
Desire Kone,1,5,1,0,3,0,1,2,0,0,13
Ali Kubwimana Kazingufu,1,1,1,0,0,0,0,0,0,0,3
Emmanuel Omogbo,0,0,1,0,1,0,2,0,0,0,4
Pascal Niyonkuru,0,0,1,0,0,0,0,0,0,0,1
David Canivete,8,35,25,6,3,0,9,11,19,1,117
Pio Matos,49,17,25,7,0,0,3,1,2,1,105
Rodrigue Kabylo,0,0,0,0,0,0,1,0,0,0,1
Francisco Macaringue,7,9,4,1,0,0,1,0,1,0,23
Ayad Munguambe,1,1,0,0,0,0,0,1,0,0,3
Moussa Toure,1,1,0,0,0,0,0,0,0,0,2
Bechir Hadidane,0,18,0,0,1,2,0,2,1,0,24
Simon Bileg II,0,1,1,0,4,1,4,0,0,0,11
Djo Yele,0,6,2,1,2,0,2,2,0,0,15
Johnny Buzangu,31,5,8,3,0,0,1,3,0,0,51
Rolly Fula,4,15,13,0,0,0,2,5,2,2,43
Jonathan Malu,0,0,1,0,1,0,0,2,0,0,4
Roberto Fortes,28,33,18,17,0,0,0,8,9,7,120
Gullit Mukendi,0,0,1,0,3,0,0,0,0,0,4
Herve Kabasele,0,6,19,0,10,4,20,23,0,0,82
Daouda Conde,1,7,5,5,30,7,12,6,0,0,73
Djomba Mara,6,13,6,2,0,0,3,1,3,0,34
Bachir Diallo,1,4,2,2,7,1,2,5,0,0,24
Edmond Koyanouba,0,1,1,0,0,2,4,6,0,0,14
Gandhi Conde,1,1,2,0,18,4,4,4,0,0,34
Mohamed Traore,6,0,1,0,0,0,2,1,0,0,10
Yamoussa Camara,2,3,4,1,1,0,1,2,2,0,16
Abdelhakim Zouita,20,15,25,13,10,1,8,7,7,1,107
Kevin Ngwese,0,0,2,0,2,1,6,5,0,0,16
Mohamed Rassil,0,9,2,0,0,0,0,2,0,0,13
Seidou Njoya,46,13,7,7,0,0,0,2,0,1,76
Mohamed Sankhon,2,2,0,0,0,0,0,0,0,0,4
Naby Sylla,0,1,1,0,0,0,0,0,0,0,2
Djack Kabuya,0,4,0,0,0,0,0,0,0,0,4
John Holland,32,65,41,15,3,0,12,14,18,9,209
Mathias Calfani,2,64,35,6,18,25,36,36,4,1,227
Esteban Batista,0,13,16,15,162,45,65,63,1,0,380
Luciano Parodi,124,74,31,12,0,0,9,16,12,12,290
Gustavo Barrera,66,25,10,7,0,0,7,4,2,2,123
Santiago Vidal,63,32,11,7,0,0,1,9,4,1,128
Bruno Fitipaldo,235,91,41,31,0,0,10,17,46,19,490
Carlos Rivera,101,20,23,15,0,0,3,8,5,10,185
Marcel Souberbielle,1,5,1,1,0,0,2,4,5,1,20
Carlos Lopez-Sosa,0,3,1,0,3,2,8,7,0,0,24
Joaquin Rodriguez,11,15,2,0,0,0,1,1,1,1,32
Sebastian Izaguirre,2,32,2,0,2,11,7,3,0,0,59
Ricardo Sanchez,4,89,14,2,8,24,12,22,10,1,186
Hatila Passos,0,0,3,1,7,12,15,12,0,0,50
Kiril Wachsmann,0,9,5,4,14,13,19,26,2,0,92
Lucas Dias Silva,1,25,14,0,5,5,3,16,1,0,70
Jhonatan Araujo,1,14,2,2,8,9,8,11,0,0,55
Juan Jose Garcia,0,5,2,0,2,3,4,5,1,0,22
Marcos Louzada Silva,2,12,5,0,0,0,2,3,2,0,26
Rafael de Souza,0,14,3,1,10,18,16,10,0,0,72
Juan Miguel Suero,9,7,9,5,1,0,5,11,2,0,49
Juan Coronado,80,37,32,5,0,0,7,16,4,6,187
Victor Alvarez,14,12,8,4,0,0,2,2,0,3,45
Fernando Benitez,1,15,4,0,20,11,15,20,0,0,86
Luke Martinez,16,15,4,2,0,0,4,4,4,4,53
Trevor Gaskins,227,32,52,34,3,0,9,11,12,18,398
Michael Hicks,45,48,48,27,14,0,7,14,36,8,247
Jose Zesati,2,7,1,0,0,0,1,0,1,1,13
Daniel King,0,2,0,0,2,2,0,1,0,0,7
Jonatan Machado,1,26,4,0,4,2,4,5,3,0,49
Gary Forbes,16,20,12,9,3,2,4,2,9,0,77
Josimar Ayarza,2,36,9,8,9,1,1,6,9,1,82
Eugenio Luzcando,39,19,13,1,0,0,2,1,2,6,83
Kohl Meyer,2,2,0,0,0,0,1,0,0,0,5
Pablo Gonzales,0,7,2,2,0,0,1,2,1,1,16
Jamaal Levy,0,40,11,1,3,13,12,17,1,0,98
Joaquin Villanueva,0,0,0,0,5,1,3,2,0,0,11
Jose Estrada,17,11,7,4,0,0,1,6,1,4,51
Carlos Javier Rodriguez,26,22,15,9,0,0,3,1,5,2,83
Jorge Camacho,1,5,0,1,2,1,4,1,0,2,17
Alejandro Reyna,0,0,0,0,0,1,2,0,0,0,3
Joel Munoz,59,15,9,10,0,0,1,7,2,1,104
Jesus Gonzalez,0,10,5,0,0,0,0,1,0,1,17
Irwin Avalos,3,16,6,2,0,0,5,11,0,1,44
Charles Cooke,4,8,1,1,0,0,0,2,2,0,18
Nicolas Aguirre,8,3,7,0,1,0,0,3,0,2,24
Michael Frazier Ii,8,7,6,2,0,0,3,5,1,0,32
Kyle Casey,0,2,3,2,0,1,4,1,2,0,15
Travis Trice,60,7,17,8,0,0,0,0,1,0,93
Chinanu Onuaku,0,1,1,0,4,2,1,4,0,0,13
Facundo Pinero,0,3,1,0,1,1,0,0,6,0,12
Josh Adams,11,3,3,4,0,0,0,0,1,2,24
Reggie Hearn,15,45,25,3,1,4,11,9,9,1,123
Carlos Schattmann,2,3,1,0,0,0,0,1,1,1,9
Cameron Reynolds,0,14,5,1,0,3,3,3,0,1,30
Lucas Faggiano,9,8,0,1,0,0,0,2,0,1,21
Javier Saiz,1,21,10,0,6,20,13,8,0,0,79
Xavier Munford,71,24,28,10,0,0,5,4,9,1,152
Federico Aguerre,0,12,0,0,0,0,0,3,0,0,15
Marcos Mata,14,46,25,3,17,0,5,12,14,2,138
Stephen Zimmerman,0,1,1,0,1,3,3,2,0,0,11
Tanner Mcgrew,0,2,0,0,0,0,2,4,0,0,8
Devon Peltier,14,11,8,0,0,0,0,3,2,0,38
Diego Silva,22,7,5,6,0,0,0,4,3,2,49
Kitwana Rhymer,0,2,1,0,6,3,2,3,0,0,17
Sebastian Herrera,37,34,17,5,0,0,8,4,26,5,136
Georgio Milligan,84,22,33,44,2,0,6,21,0,3,215
Javier Barra,0,0,2,0,3,0,3,1,0,0,9
Jamaal Samuel,10,38,30,22,5,7,5,11,4,1,133
Sebastian Suarez,39,29,12,8,1,0,4,2,21,4,120
Gerardo Isla,1,14,5,0,10,14,23,10,0,0,77
Laron Smith,0,0,3,0,10,6,8,14,0,0,41
Leron Smith,1,5,9,2,6,6,13,9,0,0,51
Ignacio Arroyo,9,6,0,3,0,0,0,0,3,0,21
Amir Nesbitt,8,4,4,2,0,0,0,2,2,1,23
Ignacio Carrion,1,10,7,1,8,8,22,10,2,0,69
Johnathan Gray,17,43,29,5,0,1,3,3,5,2,108
Carlos Lauler,2,2,1,1,0,0,0,0,3,1,10
Jose del Solar,0,5,1,0,3,6,7,6,0,0,28
Aaron Best,5,18,7,1,0,0,2,4,3,1,41
Joel Anthony,0,3,14,0,7,18,36,25,0,0,103
Javinger Vargas,2,13,3,2,1,3,1,4,5,0,34
Jose Materan,2,6,1,0,0,0,2,0,2,1,14
Yohanner Sifontes,8,4,5,0,0,0,2,4,3,0,26
David Cubillan,108,54,34,13,0,0,1,9,17,6,242
Kyle Landry,0,1,4,0,6,7,5,11,0,0,34
Elder Gimenez,2,8,7,1,0,0,0,1,3,2,24
Kaza Keane,46,8,5,6,0,0,0,1,0,7,73
Mychal Mulder,0,6,3,0,0,0,0,0,1,0,10
Adika Peter-Mcneilly,5,6,1,0,0,0,1,2,0,0,15
Nicolas Borsellino,0,11,4,1,27,16,21,23,0,0,103
Roberto Acuna,0,0,3,0,2,5,3,6,0,0,19
Eduardo Gonzalez,15,3,1,3,0,0,0,0,0,0,22
Javier Carter,0,28,13,8,56,16,21,27,1,0,170
Alejandro Grant,1,2,2,0,0,0,1,1,1,1,9
Manuel Suarez,1,20,8,8,9,8,2,9,3,0,68
Sebastian Silva,0,1,0,0,0,0,0,0,0,0,1
Joao Paulo Batista,0,5,3,0,13,12,11,11,1,0,56
Aubrey Daniel,0,0,1,1,0,0,0,1,0,0,3
Gerardo Suero,5,5,7,3,0,0,3,1,5,0,29
Franco Morales,111,15,6,18,0,0,0,4,6,6,166
Malcolm Rhett,0,3,1,3,2,3,2,3,0,0,17
Elys Guzman,0,2,0,1,0,0,0,0,1,0,4
Juan Guerrero,0,1,5,0,3,3,4,5,0,0,21
Darrol Jones,3,7,1,3,0,0,0,0,0,0,14
Kevin Rubio,1,0,1,0,1,0,0,0,0,0,3
Leonardo Meindl,30,27,40,5,3,0,17,18,5,2,147
Scott Machado,27,6,9,2,0,0,0,3,3,4,54
Dyshawn Pierre,1,17,8,0,10,1,2,13,1,0,53
Duane Notice,7,3,6,4,0,0,0,0,2,1,23
Arthur Pecos,5,1,1,2,0,0,1,3,0,0,13
Walter Hodge,194,26,55,46,0,0,4,6,4,6,341
Ivan Aska,6,7,10,12,21,9,0,6,0,3,74
Gregory Echenique,0,3,5,0,54,10,24,38,0,0,134
Xavier Richards,4,11,14,3,0,6,4,11,1,1,55
Jason Perry Murray,0,0,0,0,0,1,2,0,0,0,3
Alex Perez,107,16,20,21,3,0,2,3,7,3,182
Gabriel Giron,66,68,26,13,2,0,5,17,10,11,218
Paolo Quinteros,2,6,3,1,0,0,0,1,4,1,18
Juan Toscano,64,55,34,19,5,1,15,13,9,3,218
Lorenzo Mata,0,2,2,0,2,22,21,25,0,0,74
Franco Giorgetti,0,8,0,0,0,1,0,1,1,0,11
Carlos Perez,0,1,0,0,1,0,0,2,0,0,4
Richard Solomon,1,0,0,0,0,2,0,3,0,0,6
Tyler Zeller,0,1,0,0,0,4,1,6,0,0,12
John Jenkins,2,7,4,0,0,0,0,0,3,1,17
Eric Moreland,0,0,2,1,1,1,5,8,0,0,18
Scotty Hopson,10,8,4,1,3,0,1,0,0,1,28
Chasson Randle,17,8,7,1,0,0,4,0,2,1,40
Joel Berry,7,2,2,0,0,0,1,0,0,0,12
Sebastian Vazquez,7,24,4,6,0,0,12,14,1,0,68
Akil Mitchell,1,13,8,0,10,5,6,4,0,0,47
Angel Daniel Vassallo,39,65,35,22,7,2,6,14,37,7,234
Tony Bishop,27,25,26,15,15,0,12,26,9,3,158
Ernesto Oglivie,1,13,17,13,45,3,28,23,0,1,144
Daniel Giron,3,27,7,0,3,0,5,6,3,4,58
Brayan Martinez,0,0,0,0,0,2,2,3,0,0,7
Orlando Sanchez,4,20,9,5,1,14,7,12,0,1,73
Jaison Valdez,0,1,0,0,0,0,0,0,0,0,1
Kadre Gray,1,1,0,0,0,0,0,1,0,0,3
Julian Williams-Washburn,1,1,1,0,0,0,1,1,0,0,5
Mauro Zubiaurre,6,6,0,0,0,0,0,0,3,1,16
J.J. Barea,68,6,8,9,1,0,1,2,1,3,99
Gilberto Clavell,0,7,6,0,6,3,0,1,0,0,23
Luciano Gonzailez,2,1,0,0,0,0,0,0,1,0,4
Eric Flor,10,6,10,4,0,0,2,0,6,0,38
Felipe Haase,0,11,3,0,19,8,9,5,1,0,56
Eduardo Marechal,12,9,4,12,0,0,6,3,8,0,54
Justin Jackson,0,1,1,1,0,0,1,0,0,1,5
Trae Bell Haynes,5,0,0,0,0,0,0,0,0,0,5
Ammanuel Diressa,4,9,2,2,0,0,1,0,0,1,19
Frank Mason,8,4,4,2,0,0,2,1,0,0,21
Henry Ellenson,1,8,7,0,0,0,1,2,0,0,19
Dwayne Bacon,4,6,4,4,0,0,1,0,0,0,19
Dakari Johnson,0,0,2,0,3,2,2,4,0,0,13
Jameel Warney,0,0,10,0,45,12,6,23,0,0,96
Ben Moore,0,0,4,0,2,1,2,6,0,0,15
Isaiah Hicks,0,1,1,0,1,3,1,1,0,0,8
Bryce Alford,1,0,3,0,0,0,0,0,1,0,5
Gustavo Ayon,1,26,45,18,190,72,70,92,3,1,518
Paul Stoll,295,71,40,47,0,0,2,18,20,10,503
Francisco Cruz,246,93,43,41,12,0,18,20,56,15,544
Orlando Mendez,156,62,16,24,0,0,7,8,27,15,315
Federico Pereiras,6,10,2,0,0,0,1,2,4,0,25
Israel Gutierrez,0,3,0,0,11,11,15,30,0,0,70
Diego Garcia,18,3,1,0,0,0,1,2,0,1,26
Edgar Sosa,193,55,51,38,0,0,3,6,7,14,367
Angel Delgado,0,1,9,1,14,7,8,19,0,0,59
Arim Solares,0,3,0,0,0,0,0,2,0,0,5
Nicolas Catala,0,4,3,0,0,0,0,1,2,0,10
Emiliano Serres,1,1,0,1,0,0,0,0,0,1,4
Hernando Caceres,0,16,4,0,2,1,5,2,1,0,31
Gonzalo Iglesias,0,16,1,0,0,4,1,3,0,0,25
Erik Carrasco,52,3,2,3,0,0,1,0,0,1,62
Emmanuel Quezada,2,0,0,1,0,0,0,0,1,0,4
Kelly Olynyk,1,31,37,16,13,13,13,24,2,2,152
Tristan Thompson,0,10,22,8,26,21,27,46,1,0,161
Phillip Jones,0,11,4,0,7,9,2,3,0,0,36
Khalid Hart,40,19,19,11,2,0,2,2,2,2,99
Angel Rivera,45,4,2,3,0,0,0,3,0,0,57
Michaell Jackson,27,17,43,8,3,0,5,6,25,5,139
Stalin Ortiz,19,6,7,4,1,1,2,5,11,0,56
Freddy Asprilla,0,0,1,0,3,1,1,3,0,0,9
Hansel Atencia,54,19,24,6,0,0,0,4,10,11,128
Luis Almanza,1,15,17,2,2,4,4,20,6,0,71
Rafael Hettsheimer,0,30,14,1,40,10,7,13,1,0,116
Hanner Mosquera-Perea,0,7,7,3,5,3,11,4,2,2,44
Lucas Cipolini,0,7,7,0,0,0,1,3,0,0,18
Jorge Salazar,2,3,2,1,0,0,0,0,0,0,8
Jhonatan Luz dos Santos,1,8,5,1,2,0,2,2,0,0,21
John Hernandez,0,4,1,0,5,0,2,3,1,0,16
Jairo Mendoza,0,2,0,1,0,2,1,4,0,0,10
Renan Lenz,0,7,0,0,0,6,4,3,0,0,20
Jimmy de Oliveira,1,4,5,0,0,0,0,1,3,0,14
Jhan Paul Mejia,0,3,0,0,0,0,0,1,1,0,5
Pablo Coro,6,5,4,0,0,0,0,0,5,0,20
Sammis Reyes,0,8,7,3,3,5,8,8,0,0,42
Edward Santana,2,35,24,9,28,28,21,38,1,0,186
Buddy Hield,41,5,15,4,2,0,0,4,3,2,76
Michael Carey,13,23,13,6,0,0,5,4,6,2,72
Travis Munnings,3,5,5,0,0,0,1,6,1,1,22
Jaraun Burrows,3,10,13,2,9,1,5,11,1,0,55
Shaquille Cleare,0,0,3,1,20,16,3,7,0,0,50
Jaron Cornish,1,1,2,0,0,0,0,0,0,0,4
Adris de Leon,36,11,6,7,0,0,1,4,4,7,76
Kadeem Coleby,0,1,2,0,4,4,4,2,0,0,17
R.J. Barrett,3,10,8,2,0,0,1,2,1,2,29
Dillon Brooks,1,11,8,3,0,0,2,0,1,0,26
Craig Williams,0,4,2,0,2,4,2,0,0,0,14
Cuthbert Victor,1,7,5,1,16,5,5,4,2,1,47
Dwight Powell,0,10,9,1,6,5,17,12,0,0,60
Nicolas Claxton,0,1,2,0,1,4,1,9,0,0,18
Deon Edwin,12,23,29,22,4,4,6,17,2,1,120
Justin Gray,1,4,2,3,0,4,1,3,1,1,20
Anthony Bennett,0,28,24,8,14,9,24,15,1,0,123
Marcos Cabot,7,11,5,1,0,0,0,1,2,2,29
Salvador Zanotta,1,1,0,0,0,0,0,0,0,0,2
Bruno Zanotti,18,15,6,7,6,0,4,1,7,2,66
Ramon Sanchez,23,11,6,7,0,0,1,5,3,2,58
Carlos Vallejos,22,6,1,1,0,0,0,1,0,0,31
Guillermo Araujo,0,11,5,5,25,5,9,6,0,0,66
Gabriel Peralta,1,36,13,13,7,8,2,8,3,1,92
Diego Lesme,0,0,3,0,6,1,1,1,0,0,12
Diego Bareiro,3,7,3,0,0,0,4,4,0,0,21
Alejandro Peralta,15,5,10,2,15,1,4,1,2,0,55
Luis Ljubetich,31,5,6,2,0,0,1,2,0,1,48
Adolfo Lopez,0,9,2,2,5,8,10,7,0,0,43
Federico Mellone,9,6,2,0,0,0,0,0,0,0,17
Edgar Riveros,19,11,3,5,0,0,0,0,0,2,40
Karel Guzman,26,19,16,11,0,0,5,12,6,1,96
Jonathan Holmes,0,10,3,0,2,2,3,5,0,0,25
Yuniskel Molina,30,11,16,11,0,0,1,3,3,1,76
Amile Jefferson,0,0,2,0,1,7,3,6,0,0,19
Neslier Abreu,2,1,2,1,0,0,0,0,0,0,6
Osmel Oliva,36,13,19,15,0,0,2,4,3,2,94
Kevin Jones,0,3,1,0,1,2,2,4,0,0,13
Marcus Thornton,17,8,2,3,0,0,0,2,1,2,35
Jasiel Rivero,3,41,37,13,39,12,9,25,1,1,181
Trey Mckinney,3,5,3,0,0,0,0,1,0,0,12
Pedro Roque,11,4,0,1,0,0,1,1,0,0,18
Javier Justiz,0,4,10,2,84,12,18,28,1,0,159
Alex Caruso,10,1,9,2,0,0,1,3,0,0,26
