,FIBA_P&R Ball Handler,FIBA_Spot-Up,FIBA_Transition,FIBA_ISO,FIBA_Post-Up,FIBA_P&R Roll Man,FIBA_Cut,FIBA_Offensive Rebound,FIBA_Off Screen,FIBA_Hand Off,FIBA_Cluster,INTL_P&R Ball Handler,INTL_Spot-Up,INTL_Transition,INTL_ISO,INTL_Post-Up,INTL_P&R Roll Man,INTL_Cut,INTL_Offensive Rebound,INTL_Off Screen,INTL_Hand Off,INTL_Cluster,NBA_P&R Ball Handler,NBA_Spot-Up,NBA_Transition,NBA_ISO,NBA_Post-Up,NBA_P&R Roll Man,NBA_Cut,NBA_Offensive Rebound,NBA_Off Screen,NBA_Hand Off,NBA_Cluster
171,,,,,,,,,,,,,,,,,,,,,,,264,648,337,28,21,10,176,118,517,264,6
402,,,,,,,,,,,,,,,,,,,,,,,573,502,382,197,65,4,69,73,354,164,6
100,,,,,,,,,,,,,,,,,,,,,,,15,751,190,53,182,531,314,271,51,17,0
160,,,,,,,,,,,,,,,,,,,,,,,365,628,288,48,2,9,50,76,569,326,6
1199,,,,,,,,,,,,,,,,,,,,,,,19,338,245,55,205,504,408,470,14,28,3
978,,,,,,,,,,,,,,,,,,,,,,,1040,311,358,198,6,3,94,177,14,42,1
1189,,,,,,,,,,,,,,,,,,,,,,,662,497,360,119,32,11,89,109,142,208,6
438,,,,,,,,,,,,,,,,,,,,,,,587,784,427,96,0,28,12,67,132,91,6
168,,,,,,,,,,,,,,,,,,,,,,,1092,438,214,136,3,2,28,60,86,143,1
423,,,,,,,,,,,,,,,,,,,,,,,700,391,444,166,5,3,63,95,202,95,1
103,,,,,,,,,,,,,,,,,,,,,,,321,614,333,13,2,17,154,110,247,343,6
1041,,,,,,,,,,,,,,,,,,,,,,,17,544,317,93,197,305,295,324,40,15,0
422,,,,,,,,,,,,,,,,,,,,,,,589,476,353,133,20,6,85,131,225,127,6
269,,,,,,,,,,,,,,,,,,,,,,,178,838,366,147,30,10,64,95,290,123,4
1152,,,,,,,,,,,,,,,,,,,,,,,53,127,232,101,227,426,526,437,10,1,3
1141,,,,,,,,,,,,,,,,,,,,,,,631,566,317,114,66,43,71,93,56,173,6
655,,,,,,,,,,,,,,,,,,,,,,,17,434,148,116,354,266,257,515,15,7,0
200,,,,,,,,,,,,,,,,,,,,,,,2,44,132,58,422,412,470,569,1,3,3
268,,,,,,,,,,,,,,,,,,,,,,,16,373,174,29,568,314,316,296,11,7,5
180,,,,,,,,,,,,,,,,,,,,,,,818,379,190,180,0,5,10,43,306,170,1
842,,,,,,,,,,,,,,,,,,,,,,,8,208,194,46,106,542,495,469,6,13,3
486,,,,,,,,,,,,,,,,,,,,,,,128,835,246,120,112,90,189,219,98,44,4
197,,,,,,,,,,,,,,,,,,,,,,,8,626,229,6,90,434,270,353,48,14,0
1238,,,,,,,,,,,,,,,,,,,,,,,1192,279,245,73,2,1,86,59,36,104,2
1309,,,,,,,,,,,,,,,,,,,,,,,1291,204,200,135,0,8,14,53,87,79,2
41,,,,,,,,,,,,,,,,,,,,,,,1246,241,211,162,3,0,52,38,24,77,2
1202,,,,,,,,,,,,,,,,,,,,,,,697,499,290,135,0,16,53,45,175,136,1
370,,,,,,,,,,,,,,,,,,,,,,,6,478,219,98,137,406,280,392,12,8,0
995,,,,,,,,,,,,,,,,,,,,,,,1179,266,181,237,8,1,25,57,19,45,2
675,,,,,,,,,,,,,,,,,,,,,,,706,496,339,112,3,1,77,44,99,107,1
40,,,,,,,,,,,,,,,,,,,,,,,899,361,309,130,3,5,58,55,87,48,1
274,,,,,,,,,,,,,,,,,,,,,,,140,679,374,81,33,22,177,218,142,85,4
1186,,,,,,,,,,,,,,,,,,,,,,,691,391,255,54,5,7,73,40,136,298,1
329,,,,,,,,,,,,,,,,,,,,,,,8,147,52,103,706,335,261,308,25,3,5
358,,,,,,,,,,,,,,,,,,,,,,,7,44,90,20,282,234,575,677,8,5,3
408,,,,,,,,,,,,,,,,,,,,,,,6,118,197,64,379,426,322,402,6,4,3
362,,,,,,,,,,,,,,,,,,,,,,,17,575,201,44,128,486,171,226,60,13,0
1172,,,,,,,,,,,,,,,,,,,,,,,2,83,120,8,11,664,519,510,1,2,3
1176,,,,,,,,,,,,,,,,,,,,,,,1079,310,192,83,13,5,22,68,40,107,2
1032,,,,,,,,,,,,,,,,,,,,,,,178,709,272,68,16,60,144,337,89,35,4
652,,,,,,,,,,,,,,,,,,,,,,,213,516,409,57,4,9,182,196,167,139,6
130,,,,,,,,,,,,,,,,,,,,,,,952,221,231,277,47,0,12,44,56,38,2
331,,,,,,,,,,,,,,,,,,,,,,,315,620,391,105,15,2,35,40,225,130,6
848,,,,,,,,,,,,,,,,,,,,,,,4,88,105,362,682,197,195,215,13,6,5
51,,,,,,,,,,,,,,,,,,,,,,,77,569,408,20,6,24,303,411,10,37,4
1040,,,,,,,,,,,,,,,,,,,,,,,618,397,347,53,2,2,158,126,37,124,1
813,,,,,,,,,,,,,,,,,,,,,,,889,421,222,110,0,1,35,52,20,111,1
979,,,,,,,,,,,,,,,,,,,,,,,79,865,342,17,12,107,82,105,171,77,4
1043,,,,,,,,,,,,,,,,,,,,,,,1254,139,178,140,0,1,15,45,16,56,2
330,,,,,,,,,,,,,,,,,,,,,,,1165,237,120,73,1,1,15,117,36,58,2
1226,,,,,,,,,,,,,,,,,,,,,,,773,312,219,143,71,3,53,91,46,109,1
1037,,,,,,,,,,,,,,,,,,,,,,,304,580,393,47,0,2,69,80,129,200,6
993,,,,,,,,,,,,,,,,,,,,,,,695,424,271,62,2,0,31,65,70,169,1
212,,,,,,,,,,,,,,,,,,,,,,,946,237,204,117,1,1,93,82,39,68,2
42,,,,,,,,,,,,,,,,,,,,,,,0,252,113,39,243,255,315,555,11,3,3
70,,,,,,,,,,,,,,,,,,,,,,,3,93,86,35,767,227,275,267,9,2,5
500,,,,,,,,,,,,,,,,,,,,,,,422,516,212,35,6,11,111,198,84,159,6
1162,,,,,,,,,,,,,,,,,,,,,,,871,392,189,65,4,10,45,70,35,72,1
11,,,,,,,,,,,,,,,,,,,,,,,730,379,217,62,0,0,58,64,125,89,1
85,,,,,,,,,,,,,,,,,,,,,,,303,615,209,256,40,1,76,93,87,31,6
216,,,,,,,,,,,,,,,,,,,,,,,4,507,151,67,85,382,171,289,23,26,0
793,,,,,,,,,,,,,,,,,,,,,,,264,498,233,72,7,25,156,173,154,104,6
785,,,,,,,,,,,,,,,,,,,,,,,954,292,172,102,0,1,26,47,17,67,2
1164,,,,,,,,,,,,,,,,,,,,,,,188,553,499,35,8,4,63,127,121,75,6
1362,,,,,,,,,,,,,,,,,,,,,,,31,363,185,151,352,198,150,133,62,48,0
1311,,,,,,,,,,,,,,,,,,,,,,,387,489,277,71,21,23,44,84,130,142,6
284,,,,,,,,,,,,,,,,,,,,,,,1070,234,88,128,34,1,12,20,21,41,2
345,,,,,,,,,,,,,,,,,,,,,,,625,401,243,81,13,1,59,68,61,92,1
77,,,,,,,,,,,,,,,,,,,,,,,10,174,186,148,123,303,202,473,4,6,3
1302,,,,,,,,,,,,,,,,,,,,,,,628,306,256,43,4,8,39,83,74,165,1
681,,,,,,,,,,,,,,,,,,,,,,,161,447,344,44,4,8,150,167,153,126,6
989,,,,,,,,,,,,,,,,,,,,,,,1,49,120,7,102,324,420,574,3,2,3
1149,,,,,,,,,,,,,,,,,,,,,,,109,617,343,62,67,17,136,167,36,40,4
1244,,,,,,,,,,,,,,,,,,,,,,,636,452,181,78,1,13,15,153,13,45,1
1346,,,,,,,,,,,,,,,,,,,,,,,4,66,101,36,460,310,259,319,17,5,5
258,,,,,,,,,,,,,,,,,,,,,,,317,553,215,67,6,4,17,42,250,105,6
204,,,,,,,,,,,,,,,,,,,,,,,5,188,82,24,398,215,281,358,11,6,5
67,,,,,,,,,,,,,,,,,,,,,,,747,102,118,165,248,1,66,86,16,15,2
1324,,,,,,,,,,,,,,,,,,,,,,,715,249,210,106,28,12,24,50,62,100,1
883,,,,,,,,,,,,,,,,,,,,,,,670,258,235,92,1,8,41,42,102,106,1
139,,,,,,,,,,,,,,,,,,,,,,,267,496,176,84,178,45,97,121,53,33,6
157,,,,,,,,,,,,,,,,,,,,,,,3,16,73,5,88,276,498,582,2,2,3
290,,,,,,,,,,,,,,,,,,,,,,,855,179,137,194,5,2,13,40,52,65,2
801,,,,,,,,,,,,,,,,,,,,,,,218,477,247,106,16,17,95,158,108,96,6
398,,,,,,,,,,,,,,,,,,,,,,,1,14,63,0,786,163,183,319,1,0,5
173,,,,,,,,,,,,,,,,,,,,,,,960,127,135,96,0,0,43,18,55,89,2
347,,,,,,,,,,,,,,,,,,,,,,,1,400,76,15,460,303,100,136,27,5,0
215,,,,,,,,,,,,,,,,,,,,,,,530,278,308,140,4,0,79,92,32,59,1
12,,,,,,,,,,,,,,,,,,,,,,,2,48,108,21,313,264,406,335,1,4,3
454,,,,,,,,,,,,,,,,,,,,,,,5,364,80,131,185,373,118,132,85,13,0
1177,,,,,,,,,,,,,,,,,,,,,,,364,341,234,72,1,7,37,53,209,151,6
24,,,,,,,,,,,,,,,,,,,,,,,735,234,186,108,0,0,40,61,25,77,1
611,,,,,,,,,,,,,,,,,,,,,,,857,175,150,121,0,1,32,54,11,57,2
229,,,,,,,,,,,,,,,,,,,,,,,875,158,134,88,1,0,100,48,15,27,2
260,,,,,,,,,,,,,,,,,,,,,,,0,136,58,45,195,346,301,325,32,8,3
1308,,,,,,,,,,,,,,,,,,,,,,,123,534,229,63,103,69,88,150,32,53,4
1169,,,,,,,,,,,,,,,,,,,,,,,148,547,271,22,14,16,112,95,126,91,4
46,,,,,,,,,,,,,,,,,,,,,,,166,592,190,158,86,39,21,62,90,36,4
114,,,,,,,,,,,,,,,,,,,,,,,3,61,118,33,81,416,399,314,4,6,3
110,,,,,,,,,,,,,,,,,,,,,,,84,325,219,33,116,114,293,227,9,14,0
1139,,,,,,,,,,,,,,,,,,,,,,,40,244,131,43,153,226,241,341,8,7,3
1219,,,,,,,,,,,,,,,,,,,,,,,66,553,226,46,62,60,136,192,27,58,4
1004,,,,,,,,,,,,,,,,,,,,,,,867,192,135,100,2,1,15,23,41,46,2
1050,,,,,,,,,,,,,,,,,,,,,,,1,39,118,3,205,327,359,352,11,4,3
1148,,,,,,,,,,,,,,,,,,,,,,,229,588,329,46,0,12,59,70,27,47,4
1198,,,,,,,,,,,,,,,,,,,,,,,11,503,117,11,67,231,146,253,49,13,4
396,,,,,,,,,,,,,,,,,,,,,,,3,169,51,58,338,306,216,230,23,6,5
1160,,,,,,,,,,,,,,,,,,,,,,,727,162,215,40,23,2,59,66,11,81,2
297,,,,,,,,,,,,,,,,,,,,,,,776,150,211,139,0,1,4,45,14,39,2
179,,,,,,,,,,,,,,,,,,,,,,,45,462,76,175,55,249,132,150,17,10,0
622,,,,,,,,,,,,,,,,,,,,,,,3,233,107,34,228,303,189,257,7,10,3
265,,,,,,,,,,,,,,,,,,,,,,,72,715,175,58,10,90,17,74,105,48,4
789,,,,,,,,,,,,,,,,,,,,,,,0,39,43,4,594,160,180,337,0,3,5
1021,,,,,,,,,,,,,,,,,,,,,,,184,496,270,40,4,4,96,71,81,104,6
857,,,,,,,,,,,,,,,,,,,,,,,61,428,295,35,12,63,154,219,39,42,4
318,,,,,,,,,,,,,,,,,,,,,,,1,173,113,57,296,186,222,278,9,9,3
346,,,,,,,,,,,,,,,,,,,,,,,631,254,150,136,5,4,7,56,29,70,1
648,,,,,,,,,,,,,,,,,,,,,,,157,369,276,62,47,22,156,130,25,90,6
363,,,,,,,,,,,,,,,,,,,,,,,2,179,79,56,119,273,264,349,2,8,3
997,,,,,,,,,,,,,,,,,,,,,,,4,427,170,22,42,201,221,219,14,8,0
624,,,,,,,,,,,,,,,,,,,,,,,4,48,74,28,157,281,290,430,2,0,3
949,,,,,,,,,,,,,,,,,,,,,,,909,155,87,60,0,0,5,22,8,61,2
849,,,,,,,,,,,,,,,,,,,,,,,8,110,97,46,43,98,428,444,13,4,3
996,,,,,,,,,,,,,,,,,,,,,,,375,352,217,83,9,6,36,58,66,89,6
1299,,,,,,,,,,,,,,,,,,,,,,,10,118,198,132,307,143,140,215,12,11,5
805,,,,,,,,,,,,,,,,,,,,,,,380,323,197,148,7,0,58,55,37,78,6
1483,,,,,,,,,,,,,,,,,,,,,,,848,54,149,96,0,0,33,28,28,42,2
351,,,,,,,,,,,,,,,,,,,,,,,797,97,114,134,5,0,11,17,21,77,2
1063,,,,,,,,,,,,,,,,,,,,,,,697,274,117,33,0,5,28,43,15,54,2
314,,,,,,,,,,,,,,,,,,,,,,,171,356,331,50,3,3,62,77,113,93,6
1012,,,,,,,,,,,,,,,,,,,,,,,112,307,335,91,33,8,138,158,29,44,6
782,,,,,,,,,,,,,,,,,,,,,,,532,229,188,123,2,7,29,38,50,52,1
1212,,,,,,,,,,,,,,,,,,,,,,,732,104,179,105,0,0,24,37,10,42,2
392,,,,,,,,,,,,,,,,,,,,,,,748,92,149,164,0,1,14,27,5,23,2
809,,,,,,,,,,,,,,,,,,,,,,,50,363,196,61,56,116,140,202,15,16,0
286,,,,,,,,,,,,,,,,,,,,,,,66,437,169,66,113,111,56,86,69,34,4
1291,,,,,,,,,,,,,,,,,,,,,,,629,205,164,84,0,0,6,24,19,76,2
251,,,,,,,,,,,,,,,,,,,,,,,584,160,179,109,2,0,16,48,50,55,1
1009,,,,,,,,,,,,,,,,,,,,,,,5,143,83,70,256,225,175,232,11,3,3
1294,,,,,,,,,,,,,,,,,,,,,,,124,432,301,33,1,5,86,111,26,83,4
614,,,,,,,,,,,,,,,,,,,,,,,754,139,122,104,4,0,8,29,8,33,2
56,,,,,,,,,,,,,,,,,,,,,,,1,152,36,49,283,320,169,173,9,2,3
383,,,,,,,,,,,,,,,,,,,,,,,122,324,206,15,16,11,105,103,204,88,6
731,,,,,,,,,,,,,,,,,,,,,,,0,91,91,24,89,318,186,382,0,7,3
447,,,,,,,,,,,,,,,,,,,,,,,672,122,138,110,0,4,14,41,38,48,2
1044,,,,,,,,,,,,,,,,,,,,,,,30,478,160,29,71,148,78,108,45,23,4
635,,,,,,,,,,,,,,,,,,,,,,,166,364,229,63,21,2,74,129,55,63,6
1155,,,,,,,,,,,,,,,,,,,,,,,2,286,61,22,186,188,208,193,6,1,0
1288,,,,,,,,,,,,,,,,,,,,,,,433,249,187,48,3,1,102,103,5,20,1
1352,,,,,,,,,,,,,,,,,,,,,,,497,164,214,139,6,2,14,36,39,39,1
184,,,,,,,,,,,,,,,,,,,,,,,755,143,76,65,0,2,8,35,24,25,2
1332,,,,,,,,,,,,,,,,,,,,,,,134,389,249,15,3,16,110,102,57,54,4
1030,,,,,,,,,,,,,,,,,,,,,,,591,176,157,98,0,0,20,35,17,28,2
1279,,,,,,,,,,,,,,,,,,,,,,,189,294,182,21,0,15,33,27,201,152,6
326,,,,,,,,,,,,,,,,,,,,,,,0,8,37,8,211,298,234,310,3,1,3
86,,,,,,,,,,,,,,,,,,,,,,,8,200,86,174,200,122,136,147,13,8,0
975,,,,,,,,,,,,,,,,,,,,,,,263,303,178,27,3,7,97,73,95,44,6
83,,,,,,,,,,,,,,,,,,,,,,,3,283,62,14,226,223,108,142,18,10,0
306,,,,,,,,,,,,,,,,,,,,,,,84,309,311,62,14,10,92,150,21,19,4
1232,,,,,,,,,,,,,,,,,,,,,,,1,166,64,5,45,283,217,281,5,0,3
1168,,,,,,,,,,,,,,,,,,,,,,,1,154,123,13,48,307,214,197,6,2,3
480,,,,,,,,,,,,,,,,,,,,,,,173,343,172,85,15,5,95,89,42,37,6
1108,,,,,,,,,,,,,,,,,,,,,,,87,427,239,43,1,57,42,86,37,30,4
391,,,,,,,,,,,,,,,,,,,,,,,7,381,141,18,69,148,49,74,134,25,4
1195,,,,,,,,,,,,,,,,,,,,,,,386,209,190,106,1,2,39,53,9,48,1
1220,,,,,,,,,,,,,,,,,,,,,,,276,275,196,84,14,5,12,30,65,86,6
45,,,,,,,,,,,,,,,,,,,,,,,3,154,36,29,27,216,243,313,16,4,3
1000,,,,,,,,,,,,,,,,,,,,,,,138,440,162,25,0,37,12,57,103,63,4
1038,,,,,,,,,,,,,,,,,,,,,,,48,391,166,3,31,32,101,163,37,57,4
1042,,,,,,,,,,,,,,,,,,,,,,,35,281,217,4,7,49,185,206,12,33,4
289,,,,,,,,,,,,,,,,,,,,,,,1,108,30,14,281,235,139,211,2,4,5
1156,,,,,,,,,,,,,,,,,,,,,,,160,297,252,30,1,5,50,89,68,58,6
1492,,,,,,,,,,,,,,,,,,,,,,,558,140,96,71,0,1,12,23,33,71,2
311,,,,,,,,,,,,,,,,,,,,,,,4,251,96,51,91,209,111,163,15,12,0
17,,,,,,,,,,,,,,,,,,,,,,,0,86,49,31,16,195,309,310,4,0,3
1370,,,,,,,,,,,,,,,,,,,,,,,1,88,79,18,164,225,188,232,0,2,3
1209,,,,,,,,,,,,,,,,,,,,,,,51,331,202,13,12,1,129,196,12,41,4
66,,,,,,,,,,,,,,,,,,,,,,,145,342,134,39,40,4,50,53,128,45,6
1153,,,,,,,,,,,,,,,,,,,,,,,63,455,231,12,3,28,49,72,28,37,4
43,,,,,,,,,,,,,,,,,,,,,,,95,331,169,32,27,5,31,44,180,53,6
138,,,,,,,,,,,,,,,,,,,,,,,133,407,116,28,1,18,17,46,139,61,4
1181,,,,,,,,,,,,,,,,,,,,,,,186,262,222,37,6,3,82,98,15,55,6
8,,,,,,,,,,,,,,,,,,,,,,,212,278,115,48,11,12,19,35,228,5,6
1200,,,,,,,,,,,,,,,,,,,,,,,299,222,144,60,0,2,23,44,82,80,6
1415,,,,,,,,,,,,,,,,,,,,,,,425,140,131,53,3,1,40,15,56,92,1
1474,,,,,,,,,,,,,,,,,,,,,,,422,201,157,52,0,3,6,27,24,61,1
1163,,,,,,,,,,,,,,,,,,,,,,,445,151,135,41,0,11,58,47,12,44,1
1001,,,,,,,,,,,,,,,,,,,,,,,79,290,152,23,22,8,108,82,120,59,4
1348,,,,,,,,,,,,,,,,,,,,,,,265,251,167,33,1,8,44,40,69,65,6
99,,,,,,,,,,,,,,,,,,,,,,,295,259,154,62,5,4,16,29,80,37,6
1339,,,,,,,,,,,,,,,,,,,,,,,253,226,172,42,4,1,71,91,24,47,6
879,,,,,,,,,,,,,,,,,,,,,,,87,442,121,15,13,16,47,116,28,41,4
430,,,,,,,,,,,,,,,,,,,,,,,4,107,50,46,213,142,156,170,30,5,3
410,,,,,,,,,,,,,,,,,,,,,,,493,95,120,101,1,1,22,42,21,24,2
148,,,,,,,,,,,,,,,,,,,,,,,3,396,50,31,43,182,62,139,8,4,4
666,,,,,,,,,,,,,,,,,,,,,,,135,410,138,20,4,0,21,48,76,61,4
1529,,,,,,,,,,,,,,,,,,,,,,,222,198,165,40,31,2,69,46,80,54,6
354,,,,,,,,,,,,,,,,,,,,,,,470,139,88,67,5,2,10,22,57,43,2
1480,,,,,,,,,,,,,,,,,,,,,,,334,161,157,61,29,0,27,47,31,56,1
44,,,,,,,,,,,,,,,,,,,,,,,0,28,44,32,187,152,213,245,0,1,3
109,,,,,,,,,,,,,,,,,,,,,,,2,13,73,16,89,259,216,223,5,5,3
1217,,,,,,,,,,,,,,,,,,,,,,,7,45,88,82,246,149,122,153,3,5,5
107,,,,,,,,,,,,,,,,,,,,,,,0,38,45,14,60,193,235,300,8,1,3
163,,,,,,,,,,,,,,,,,,,,,,,2,39,49,21,98,153,219,307,1,2,3
399,,,,,,,,,,,,,,,,,,,,,,,115,374,173,19,0,3,32,55,75,43,4
1333,,,,,,,,,,,,,,,,,,,,,,,420,130,173,25,5,1,31,52,16,28,1
558,,,,,,,,,,,,,,,,,,,,,,,563,138,57,20,1,3,5,18,18,51,2
1014,,,,,,,,,,,,,,,,,,,,,,,0,84,115,25,50,208,201,175,7,2,3
983,,,,,,,,,,,,,,,,,,,,,,,515,105,106,60,0,1,7,25,21,23,2
1161,,,,,,,,,,,,,,,,,,,,,,,144,304,142,15,0,23,37,29,69,98,6
1073,,,,,,,,,,,,,,,,,,,,,,,142,201,161,21,3,1,47,51,145,78,6
123,,,,,,,,,,,,,,,,,,,,,,,349,213,66,108,14,1,6,28,37,23,1
428,,,,,,,,,,,,,,,,,,,,,,,469,138,65,77,1,0,6,18,23,42,2
22,,,,,,,,,,,,,,,,,,,,,,,19,445,102,12,14,71,8,30,103,30,4
1330,,,,,,,,,,,,,,,,,,,,,,,464,137,89,47,2,2,17,27,11,36,2
950,,,,,,,,,,,,,,,,,,,,,,,5,54,56,27,144,172,163,200,2,1,3
609,,,,,,,,,,,,,,,,,,,,,,,270,212,128,34,3,4,46,44,58,24,6
839,,,,,,,,,,,,,,,,,,,,,,,11,183,145,37,63,142,98,127,6,8,0
1167,,,,,,,,,,,,,,,,,,,,,,,233,172,196,37,14,1,78,46,9,31,6
1275,,,,,,,,,,,,,,,,,,,,,,,38,284,214,11,3,16,72,132,17,28,4
16,,,,,,,,,,,,,,,,,,,,,,,2,199,59,14,29,150,174,171,11,4,0
796,,,,,,,,,,,,,,,,,,,,,,,425,111,103,82,2,0,8,21,15,45,2
69,,,,,,,,,,,,,,,,,,,,,,,6,253,69,34,41,156,55,173,14,5,0
1284,,,,,,,,,,,,,,,,,,,,,,,33,282,162,47,5,20,93,88,46,23,4
324,,,,,,,,,,,,,,,,,,,,,,,4,216,69,18,62,169,98,143,11,6,0
39,,,,,,,,,,,,,,,,,,,,,,,61,239,72,96,94,60,17,37,91,28,0
504,,,,,,,,,,,,,,,,,,,,,,,0,26,47,11,77,158,245,220,0,1,3
598,,,,,,,,,,,,,,,,,,,,,,,1,6,31,4,175,139,212,210,5,1,3
1491,,,,,,,,,,,,,,,,,,,,,,,117,222,62,75,130,52,18,30,49,29,6
153,,,,,,,,,,,,,,,,,,,,,,,0,90,46,16,85,191,196,152,3,1,3
58,,,,,,,,,,,,,,,,,,,,,,,79,234,111,52,99,8,21,57,96,22,6
806,,,,,,,,,,,,,,,,,,,,,,,0,56,52,6,28,178,181,272,2,1,3
1486,,,,,,,,,,,,,,,,,,,,,,,229,246,89,29,21,23,18,26,32,58,6
1223,,,,,,,,,,,,,,,,,,,,,,,248,150,124,110,0,0,8,11,23,95,1
1359,,,,,,,,,,,,,,,,,,,,,,,4,237,81,27,59,115,56,163,18,6,0
1514,,,,,,,,,,,,,,,,,,,,,,,296,124,82,30,3,10,23,14,73,110,1
1204,,,,,,,,,,,,,,,,,,,,,,,2,53,31,14,110,207,140,197,4,5,3
1274,,,,,,,,,,,,,,,,,,,,,,,305,148,97,85,0,0,22,25,37,42,1
441,,,,,,,,,,,,,,,,,,,,,,,237,192,92,18,0,3,15,47,95,58,6
266,,,,,,,,,,,,,,,,,,,,,,,117,236,147,76,15,8,16,48,52,41,6
1140,,,,,,,,,,,,,,,,,,,,,,,5,71,101,47,70,103,180,173,3,2,3
472,,,,,,,,,,,,,,,,,,,,,,,217,177,115,16,1,3,40,24,99,54,6
1356,,,,,,,,,,,,,,,,,,,,,,,179,153,167,19,1,8,54,67,41,55,6
1312,,,,,,,,,,,,,,,,,,,,,,,0,4,64,1,16,206,133,319,0,0,3
815,,,,,,,,,,,,,,,,,,,,,,,518,54,65,20,1,1,13,24,13,28,2
1145,,,,,,,,,,,,,,,,,,,,,,,125,296,134,29,9,7,26,35,42,34,6
424,,,,,,,,,,,,,,,,,,,,,,,372,103,114,56,2,0,22,35,14,14,1
432,,,,,,,,,,,,,,,,,,,,,,,322,144,73,60,0,0,13,12,65,43,1
1144,,,,,,,,,,,,,,,,,,,,,,,36,316,122,24,14,35,50,94,15,22,4
1500,,,,,,,,,,,,,,,,,,,,,,,25,173,102,115,88,36,71,72,19,25,0
270,,,,,,,,,,,,,,,,,,,,,,,2,37,55,7,29,175,219,197,1,1,3
1277,,,,,,,,,,,,,,,,,,,,,,,367,133,128,30,2,1,11,16,18,16,1
94,,,,,,,,,,,,,,,,,,,,,,,88,280,139,29,7,59,15,44,34,19,4
1178,,,,,,,,,,,,,,,,,,,,,,,11,227,67,7,54,187,62,64,29,6,0
1354,,,,,,,,,,,,,,,,,,,,,,,181,172,134,11,0,4,15,27,99,68,6
292,,,,,,,,,,,,,,,,,,,,,,,257,91,101,143,10,2,14,36,19,26,1
700,,,,,,,,,,,,,,,,,,,,,,,2,33,44,3,54,148,170,242,1,2,3
1487,,,,,,,,,,,,,,,,,,,,,,,215,148,113,45,7,3,35,59,20,53,6
437,,,,,,,,,,,,,,,,,,,,,,,8,329,102,20,9,91,33,73,14,15,4
317,,,,,,,,,,,,,,,,,,,,,,,161,143,171,48,2,0,40,34,34,55,6
992,,,,,,,,,,,,,,,,,,,,,,,111,293,86,55,9,4,27,32,27,39,4
1207,,,,,,,,,,,,,,,,,,,,,,,29,254,108,6,3,6,80,136,21,21,4
1351,,,,,,,,,,,,,,,,,,,,,,,4,57,57,71,151,138,80,90,0,3,5
1142,,,,,,,,,,,,,,,,,,,,,,,0,13,42,6,170,145,126,146,1,0,3
245,,,,,,,,,,,,,,,,,,,,,,,6,105,63,15,28,91,151,170,8,5,3
1056,,,,,,,,,,,,,,,,,,,,,,,83,277,113,9,16,28,24,31,26,35,4
1527,,,,,,,,,,,,,,,,,,,,,,,189,179,112,23,0,2,19,30,12,73,6
834,,,,,,,,,,,,,,,,,,,,,,,78,266,111,14,0,0,26,17,78,42,4
1366,,,,,,,,,,,,,,,,,,,,,,,1,130,34,14,50,160,90,147,1,3,3
1306,,,,,,,,,,,,,,,,,,,,,,,38,221,81,2,0,22,27,13,117,108,4
1509,,,,,,,,,,,,,,,,,,,,,,,10,182,73,22,118,114,53,42,7,7,0
639,,,,,,,,,,,,,,,,,,,,,,,7,167,45,54,94,101,51,88,5,7,0
397,,,,,,,,,,,,,,,,,,,,,,,200,113,114,57,9,1,30,31,19,43,1
1336,,,,,,,,,,,,,,,,,,,,,,,57,227,123,15,2,5,37,112,26,8,4
1292,,,,,,,,,,,,,,,,,,,,,,,180,161,125,19,1,3,13,9,41,58,6
47,,,,,,,,,,,,,,,,,,,,,,,36,194,77,70,58,39,52,42,28,13,4
25,,,,,,,,,,,,,,,,,,,,,,,3,371,54,5,6,61,24,49,22,7,4
32,,,,,,,,,,,,,,,,,,,,,,,170,222,76,44,3,0,3,18,43,23,6
669,,,,,,,,,,,,,,,,,,,,,,,64,241,76,15,23,66,17,22,66,12,4
434,,,,,,,,,,,,,,,,,,,,,,,53,171,62,70,114,14,11,52,27,26,0
336,,,,,,,,,,,,,,,,,,,,,,,347,60,43,79,0,2,19,21,4,14,2
1022,,,,,,,,,,,,,,,,,,,,,,,274,99,83,29,4,2,23,23,31,20,1
429,,,,,,,,,,,,,,,,,,,,,,,91,93,88,17,123,1,66,56,19,27,0
1026,,,,,,,,,,,,,,,,,,,,,,,245,117,75,38,0,0,31,17,23,31,1
389,,,,,,,,,,,,,,,,,,,,,,,2,29,46,16,91,118,107,163,1,0,3
1501,,,,,,,,,,,,,,,,,,,,,,,177,100,71,38,0,1,10,6,106,61,1
985,,,,,,,,,,,,,,,,,,,,,,,65,176,167,21,0,1,53,52,11,23,6
670,,,,,,,,,,,,,,,,,,,,,,,21,228,79,13,21,52,32,87,16,17,4
1321,,,,,,,,,,,,,,,,,,,,,,,255,115,82,40,0,0,8,31,10,21,1
23,,,,,,,,,,,,,,,,,,,,,,,0,30,44,6,65,93,161,157,1,1,3
365,,,,,,,,,,,,,,,,,,,,,,,0,7,19,19,107,44,109,243,0,4,3
401,,,,,,,,,,,,,,,,,,,,,,,260,127,65,43,0,0,5,19,21,10,1
1190,,,,,,,,,,,,,,,,,,,,,,,1,53,46,21,89,93,110,129,1,3,3
