,FIBA_P&R Ball Handler,FIBA_Spot-Up,FIBA_Transition,FIBA_ISO,FIBA_Post-Up,FIBA_P&R Roll Man,FIBA_Cut,FIBA_Offensive Rebound,FIBA_Off Screen,FIBA_Hand Off,FIBA_Cluster,INTL_P&R Ball Handler,INTL_Spot-Up,INTL_Transition,INTL_ISO,INTL_Post-Up,INTL_P&R Roll Man,INTL_Cut,INTL_Offensive Rebound,INTL_Off Screen,INTL_Hand Off,INTL_Cluster,NBA_P&R Ball Handler,NBA_Spot-Up,NBA_Transition,NBA_ISO,NBA_Post-Up,NBA_P&R Roll Man,NBA_Cut,NBA_Offensive Rebound,NBA_Off Screen,NBA_Hand Off,NBA_Cluster
6028,0,9,15,3,55,22,60,52,1,0,3,,,,,,,,,,,,,,,,,,,,,,
6233,20,53,55,22,16,0,8,18,17,8,6,,,,,,,,,,,,,,,,,,,,,,
6301,105,33,53,12,0,0,3,6,3,2,1,,,,,,,,,,,,,,,,,,,,,,
8386,141,32,12,19,0,0,3,3,5,2,2,,,,,,,,,,,,,,,,,,,,,,
6104,20,41,67,18,17,0,14,28,2,9,6,,,,,,,,,,,,,,,,,,,,,,
6085,88,44,35,8,0,0,9,8,10,13,1,,,,,,,,,,,,,,,,,,,,,,
6493,84,22,33,44,2,0,6,21,0,3,1,,,,,,,,,,,,,,,,,,,,,,
5988,77,24,58,20,0,0,11,10,12,1,1,,,,,,,,,,,,,,,,,,,,,,
7237,139,33,11,18,2,0,1,1,4,4,2,,,,,,,,,,,,,,,,,,,,,,
8130,53,57,25,6,0,0,3,3,58,8,6,,,,,,,,,,,,,,,,,,,,,,
5961,7,40,43,19,32,17,21,19,10,4,0,,,,,,,,,,,,,,,,,,,,,,
8165,107,35,30,16,0,0,11,10,0,2,1,,,,,,,,,,,,,,,,,,,,,,
5982,0,44,17,4,45,35,34,24,7,0,0,,,,,,,,,,,,,,,,,,,,,,
6142,0,60,11,3,46,23,23,38,6,0,0,,,,,,,,,,,,,,,,,,,,,,
8392,5,16,14,17,73,28,30,26,0,1,5,,,,,,,,,,,,,,,,,,,,,,
5832,104,24,18,17,13,0,10,7,7,9,2,,,,,,,,,,,,,,,,,,,,,,
6106,109,56,9,8,0,0,3,15,2,7,1,,,,,,,,,,,,,,,,,,,,,,
6427,32,65,41,15,3,0,12,14,18,9,6,,,,,,,,,,,,,,,,,,,,,,
7436,1,46,3,2,40,39,28,48,2,0,0,,,,,,,,,,,,,,,,,,,,,,
7333,108,29,17,29,0,0,2,8,12,3,2,,,,,,,,,,,,,,,,,,,,,,
5911,2,54,31,0,16,28,17,49,3,7,0,,,,,,,,,,,,,,,,,,,,,,
6046,119,18,30,17,0,0,2,10,4,7,2,,,,,,,,,,,,,,,,,,,,,,
7345,1,71,8,4,30,26,24,32,9,2,0,,,,,,,,,,,,,,,,,,,,,,
5811,2,27,18,2,24,15,60,57,1,0,3,,,,,,,,,,,,,,,,,,,,,,
6210,11,88,45,3,11,1,5,13,25,4,4,,,,,,,,,,,,,,,,,,,,,,
8257,4,83,15,4,10,19,21,28,10,12,4,,,,,,,,,,,,,,,,,,,,,,
7446,0,19,22,5,61,35,24,37,2,0,5,,,,,,,,,,,,,,,,,,,,,,
7636,88,35,19,16,4,0,10,8,15,10,1,,,,,,,,,,,,,,,,,,,,,,
6044,120,46,9,6,0,1,1,6,3,12,2,,,,,,,,,,,,,,,,,,,,,,
6164,4,28,10,9,66,18,26,38,4,1,5,,,,,,,,,,,,,,,,,,,,,,
5949,2,54,7,4,52,39,23,17,5,0,0,,,,,,,,,,,,,,,,,,,,,,
6003,1,51,21,3,33,26,38,29,1,0,0,,,,,,,,,,,,,,,,,,,,,,
6081,45,62,36,11,3,0,13,24,6,3,6,,,,,,,,,,,,,,,,,,,,,,
6796,1,45,17,10,42,27,15,42,2,2,0,,,,,,,,,,,,,,,,,,,,,,
6861,68,59,24,25,3,3,2,7,9,3,1,,,,,,,,,,,,,,,,,,,,,,
6021,1,28,25,7,9,23,58,45,2,4,3,,,,,,,,,,,,,,,,,,,,,,
6296,1,30,27,8,44,13,41,35,2,1,0,,,,,,,,,,,,,,,,,,,,,,
5868,6,95,14,2,14,20,17,19,14,0,4,,,,,,,,,,,,,,,,,,,,,,
7944,31,51,43,14,5,0,7,8,27,15,6,,,,,,,,,,,,,,,,,,,,,,
5966,85,49,35,10,0,0,0,4,13,4,1,,,,,,,,,,,,,,,,,,,,,,
6773,0,58,17,7,25,34,19,34,5,1,0,,,,,,,,,,,,,,,,,,,,,,
6954,100,15,18,36,6,0,2,15,4,4,2,,,,,,,,,,,,,,,,,,,,,,
5802,2,68,22,2,5,11,33,52,3,1,4,,,,,,,,,,,,,,,,,,,,,,
5862,0,47,6,5,40,44,24,26,4,2,0,,,,,,,,,,,,,,,,,,,,,,
6119,57,49,31,14,0,0,14,13,15,5,6,,,,,,,,,,,,,,,,,,,,,,
7330,99,28,16,30,0,0,2,7,10,6,2,,,,,,,,,,,,,,,,,,,,,,
6329,112,16,40,8,1,0,5,7,3,5,2,,,,,,,,,,,,,,,,,,,,,,
7680,44,45,16,9,0,0,11,5,47,20,6,,,,,,,,,,,,,,,,,,,,,,
8171,99,19,12,30,1,1,12,3,13,7,2,,,,,,,,,,,,,,,,,,,,,,
6047,0,30,19,5,17,32,42,51,0,0,3,,,,,,,,,,,,,,,,,,,,,,
8376,52,57,14,30,2,0,2,12,21,6,6,,,,,,,,,,,,,,,,,,,,,,
6057,5,46,20,8,62,3,18,27,5,1,0,,,,,,,,,,,,,,,,,,,,,,
6835,50,41,52,6,2,0,11,21,6,5,6,,,,,,,,,,,,,,,,,,,,,,
7514,118,25,14,13,3,0,3,8,1,9,2,,,,,,,,,,,,,,,,,,,,,,
5992,38,36,41,13,18,1,18,21,3,4,6,,,,,,,,,,,,,,,,,,,,,,
6080,1,24,17,21,49,17,26,37,1,0,5,,,,,,,,,,,,,,,,,,,,,,
6135,50,53,28,1,0,0,4,9,27,21,6,,,,,,,,,,,,,,,,,,,,,,
7131,107,25,22,25,0,0,0,9,0,5,2,,,,,,,,,,,,,,,,,,,,,,
5847,99,36,22,19,0,0,0,7,2,7,2,,,,,,,,,,,,,,,,,,,,,,
6192,1,32,19,12,52,17,32,26,0,1,0,,,,,,,,,,,,,,,,,,,,,,
6247,2,55,33,18,27,11,21,23,1,0,0,,,,,,,,,,,,,,,,,,,,,,
6049,45,51,29,10,1,0,3,11,31,9,6,,,,,,,,,,,,,,,,,,,,,,
7559,93,32,25,17,0,0,4,11,6,2,1,,,,,,,,,,,,,,,,,,,,,,
7771,48,26,38,32,16,3,4,10,11,2,6,,,,,,,,,,,,,,,,,,,,,,
7822,92,36,25,4,0,0,0,2,24,7,1,,,,,,,,,,,,,,,,,,,,,,
7852,2,62,13,8,32,19,16,29,9,0,0,,,,,,,,,,,,,,,,,,,,,,
5963,0,16,33,3,44,15,35,38,4,0,5,,,,,,,,,,,,,,,,,,,,,,
7881,105,39,15,12,0,0,2,11,2,2,2,,,,,,,,,,,,,,,,,,,,,,
5959,35,53,32,5,0,0,0,11,33,18,6,,,,,,,,,,,,,,,,,,,,,,
6448,80,37,32,5,0,0,7,16,4,6,1,,,,,,,,,,,,,,,,,,,,,,
7188,73,28,25,26,1,0,13,12,7,2,1,,,,,,,,,,,,,,,,,,,,,,
7877,16,55,54,6,4,0,8,25,15,4,6,,,,,,,,,,,,,,,,,,,,,,
8169,107,31,6,20,0,0,5,6,6,6,2,,,,,,,,,,,,,,,,,,,,,,
6439,4,89,14,2,8,24,12,22,10,1,4,,,,,,,,,,,,,,,,,,,,,,
6624,2,35,24,9,28,28,21,38,1,0,0,,,,,,,,,,,,,,,,,,,,,,
7777,47,51,33,11,0,1,2,6,23,12,6,,,,,,,,,,,,,,,,,,,,,,
7867,51,53,17,16,0,0,2,9,29,9,6,,,,,,,,,,,,,,,,,,,,,,
7989,130,28,6,15,0,0,0,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,
6189,7,61,28,15,16,4,22,30,1,1,4,,,,,,,,,,,,,,,,,,,,,,
6434,101,20,23,15,0,0,3,8,5,10,2,,,,,,,,,,,,,,,,,,,,,,
6852,1,26,21,11,59,18,23,24,2,0,5,,,,,,,,,,,,,,,,,,,,,,
6209,117,20,16,28,0,0,0,2,0,1,2,,,,,,,,,,,,,,,,,,,,,,
8398,86,21,41,16,0,0,4,5,7,4,1,,,,,,,,,,,,,,,,,,,,,,
5822,120,39,7,11,0,0,0,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,
6134,116,29,4,5,5,0,1,13,7,3,2,,,,,,,,,,,,,,,,,,,,,,
7138,15,85,24,8,1,2,13,18,15,2,4,,,,,,,,,,,,,,,,,,,,,,
8255,96,25,28,8,0,0,0,7,13,6,2,,,,,,,,,,,,,,,,,,,,,,
5887,82,48,21,5,0,0,2,10,8,6,1,,,,,,,,,,,,,,,,,,,,,,
6543,107,16,20,21,3,0,2,3,7,3,2,,,,,,,,,,,,,,,,,,,,,,
6864,86,43,28,1,0,0,4,6,7,7,1,,,,,,,,,,,,,,,,,,,,,,
7083,0,8,16,2,84,8,35,29,0,0,5,,,,,,,,,,,,,,,,,,,,,,
5845,0,3,6,0,115,14,19,23,1,0,5,,,,,,,,,,,,,,,,,,,,,,
6664,3,41,37,13,39,12,9,25,1,1,0,,,,,,,,,,,,,,,,,,,,,,
8250,38,41,29,10,0,0,2,8,38,15,6,,,,,,,,,,,,,,,,,,,,,,
6110,57,35,29,29,0,0,2,6,11,10,1,,,,,,,,,,,,,,,,,,,,,,
6126,0,7,23,12,57,13,30,35,1,0,5,,,,,,,,,,,,,,,,,,,,,,
7241,33,70,32,8,0,2,3,1,20,9,6,,,,,,,,,,,,,,,,,,,,,,
6050,64,52,32,8,3,0,1,2,11,4,1,,,,,,,,,,,,,,,,,,,,,,
6171,45,46,17,20,14,2,9,8,13,3,6,,,,,,,,,,,,,,,,,,,,,,
7020,15,64,25,4,20,0,14,14,20,1,4,,,,,,,,,,,,,,,,,,,,,,
5826,18,28,52,2,10,0,31,28,2,5,6,,,,,,,,,,,,,,,,,,,,,,
6199,1,27,32,3,48,21,24,15,3,2,0,,,,,,,,,,,,,,,,,,,,,,
7866,74,27,20,18,11,1,4,8,7,6,1,,,,,,,,,,,,,,,,,,,,,,
8435,78,25,17,16,0,0,9,4,14,13,1,,,,,,,,,,,,,,,,,,,,,,
6265,9,30,27,7,28,1,31,38,4,0,0,,,,,,,,,,,,,,,,,,,,,,
6795,37,44,16,19,15,1,14,16,9,4,6,,,,,,,,,,,,,,,,,,,,,,
6902,0,9,22,8,56,21,22,35,1,1,5,,,,,,,,,,,,,,,,,,,,,,
7861,98,29,11,19,0,0,8,5,2,3,2,,,,,,,,,,,,,,,,,,,,,,
7954,6,46,21,14,24,12,17,16,17,2,0,,,,,,,,,,,,,,,,,,,,,,
6354,40,32,26,29,7,0,10,13,12,5,6,,,,,,,,,,,,,,,,,,,,,,
7681,0,45,23,1,43,8,19,24,10,1,0,,,,,,,,,,,,,,,,,,,,,,
5789,2,53,25,5,5,8,26,35,13,1,4,,,,,,,,,,,,,,,,,,,,,,
5805,51,42,28,7,0,0,1,8,22,14,6,,,,,,,,,,,,,,,,,,,,,,
6239,99,17,21,20,0,0,5,8,0,2,2,,,,,,,,,,,,,,,,,,,,,,
7340,91,20,15,27,0,0,1,7,3,7,2,,,,,,,,,,,,,,,,,,,,,,
6520,0,28,13,8,56,16,21,27,1,0,5,,,,,,,,,,,,,,,,,,,,,,
5900,112,22,12,10,0,0,2,4,4,3,2,,,,,,,,,,,,,,,,,,,,,,
6094,1,32,16,5,23,26,33,31,2,0,0,,,,,,,,,,,,,,,,,,,,,,
6894,2,31,20,7,32,20,31,22,0,4,0,,,,,,,,,,,,,,,,,,,,,,
6931,24,50,40,17,1,3,8,19,1,6,6,,,,,,,,,,,,,,,,,,,,,,
7817,70,42,30,5,3,1,1,2,9,6,1,,,,,,,,,,,,,,,,,,,,,,
6103,80,30,23,16,0,0,1,8,3,7,1,,,,,,,,,,,,,,,,,,,,,,
6204,67,31,28,14,0,0,11,5,8,4,1,,,,,,,,,,,,,,,,,,,,,,
6845,49,37,23,16,7,0,7,14,6,9,6,,,,,,,,,,,,,,,,,,,,,,
6846,54,44,38,7,3,0,1,8,5,8,6,,,,,,,,,,,,,,,,,,,,,,
7349,123,16,12,8,0,0,1,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,
8192,3,71,3,5,30,16,9,13,18,0,4,,,,,,,,,,,,,,,,,,,,,,
5846,2,68,34,2,4,4,32,14,5,2,4,,,,,,,,,,,,,,,,,,,,,,
5860,26,50,33,3,13,0,16,19,4,3,6,,,,,,,,,,,,,,,,,,,,,,
5932,13,51,31,2,17,0,26,21,6,0,4,,,,,,,,,,,,,,,,,,,,,,
5998,62,8,52,10,3,0,15,13,0,4,1,,,,,,,,,,,,,,,,,,,,,,
7489,2,38,10,14,26,29,18,29,1,0,0,,,,,,,,,,,,,,,,,,,,,,
7836,2,41,10,1,37,23,26,21,6,0,0,,,,,,,,,,,,,,,,,,,,,,
8314,58,29,22,27,1,0,1,5,16,8,1,,,,,,,,,,,,,,,,,,,,,,
6527,111,15,6,18,0,0,0,4,6,6,2,,,,,,,,,,,,,,,,,,,,,,
6108,23,66,28,1,8,1,10,18,8,2,4,,,,,,,,,,,,,,,,,,,,,,
7451,4,6,2,2,58,31,33,29,0,0,5,,,,,,,,,,,,,,,,,,,,,,
7864,0,11,14,11,62,21,14,28,4,0,5,,,,,,,,,,,,,,,,,,,,,,
5842,0,73,20,0,7,7,27,28,2,0,4,,,,,,,,,,,,,,,,,,,,,,
7295,38,37,28,14,0,0,3,8,28,8,6,,,,,,,,,,,,,,,,,,,,,,
7841,104,19,15,6,0,0,1,2,8,9,2,,,,,,,,,,,,,,,,,,,,,,
7127,60,24,22,8,18,2,12,13,3,1,1,,,,,,,,,,,,,,,,,,,,,,
8371,78,43,10,10,0,0,0,3,7,12,1,,,,,,,,,,,,,,,,,,,,,,
5799,1,3,11,2,40,46,29,30,0,0,3,,,,,,,,,,,,,,,,,,,,,,
5821,30,47,21,7,0,0,8,4,29,16,6,,,,,,,,,,,,,,,,,,,,,,
6071,22,61,25,13,5,0,6,12,13,5,4,,,,,,,,,,,,,,,,,,,,,,
7529,64,20,21,30,1,0,3,3,16,4,1,,,,,,,,,,,,,,,,,,,,,,
7557,114,4,9,29,0,0,0,1,4,1,2,,,,,,,,,,,,,,,,,,,,,,
8181,0,11,9,2,65,29,23,18,4,1,5,,,,,,,,,,,,,,,,,,,,,,
6016,29,37,40,7,0,2,4,29,3,10,6,,,,,,,,,,,,,,,,,,,,,,
6603,0,10,22,8,26,21,27,46,1,0,3,,,,,,,,,,,,,,,,,,,,,,
8367,70,35,14,9,0,0,8,5,9,11,1,,,,,,,,,,,,,,,,,,,,,,
5978,82,26,27,14,0,0,0,6,3,2,1,,,,,,,,,,,,,,,,,,,,,,
6935,10,36,42,10,4,0,23,24,2,9,6,,,,,,,,,,,,,,,,,,,,,,
7775,16,66,12,2,5,5,12,35,6,1,4,,,,,,,,,,,,,,,,,,,,,,
7819,80,21,17,22,1,0,1,10,5,3,2,,,,,,,,,,,,,,,,,,,,,,
6230,16,49,47,10,9,0,5,14,6,3,6,,,,,,,,,,,,,,,,,,,,,,
6667,0,4,10,2,84,12,18,28,1,0,5,,,,,,,,,,,,,,,,,,,,,,
7488,62,37,13,16,4,1,6,10,4,6,1,,,,,,,,,,,,,,,,,,,,,,
8226,90,17,15,12,0,0,1,2,13,9,2,,,,,,,,,,,,,,,,,,,,,,
6295,1,25,28,1,32,7,42,18,2,2,0,,,,,,,,,,,,,,,,,,,,,,
6560,27,25,26,15,15,0,12,26,9,3,6,,,,,,,,,,,,,,,,,,,,,,
6901,21,37,29,5,0,0,5,6,48,7,6,,,,,,,,,,,,,,,,,,,,,,
5923,3,42,21,3,12,9,26,33,5,3,0,,,,,,,,,,,,,,,,,,,,,,
6348,12,37,25,21,20,12,10,10,5,5,0,,,,,,,,,,,,,,,,,,,,,,
6972,44,43,17,4,0,0,1,6,18,24,6,,,,,,,,,,,,,,,,,,,,,,
8285,83,25,16,5,0,0,0,7,12,9,2,,,,,,,,,,,,,,,,,,,,,,
6070,43,42,17,11,10,1,9,10,8,5,6,,,,,,,,,,,,,,,,,,,,,,
6246,55,40,28,11,0,0,4,5,6,7,1,,,,,,,,,,,,,,,,,,,,,,
6798,102,20,7,22,0,0,0,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,
6919,1,12,38,2,8,11,46,37,1,0,3,,,,,,,,,,,,,,,,,,,,,,
8132,24,28,27,17,13,0,8,14,10,15,6,,,,,,,,,,,,,,,,,,,,,,
8206,91,14,13,15,0,0,0,5,14,4,2,,,,,,,,,,,,,,,,,,,,,,
6249,13,56,30,11,8,1,9,12,14,1,4,,,,,,,,,,,,,,,,,,,,,,
6124,72,35,12,16,0,0,1,4,9,5,1,,,,,,,,,,,,,,,,,,,,,,
6198,26,51,43,6,10,0,5,11,1,1,6,,,,,,,,,,,,,,,,,,,,,,
6681,1,10,11,7,86,3,10,25,0,1,5,,,,,,,,,,,,,,,,,,,,,,
6828,0,14,3,4,36,28,29,39,0,1,3,,,,,,,,,,,,,,,,,,,,,,
7256,48,39,18,10,3,0,14,13,3,6,6,,,,,,,,,,,,,,,,,,,,,,
7383,7,49,24,9,3,18,9,31,4,0,4,,,,,,,,,,,,,,,,,,,,,,
8420,73,16,17,42,0,0,0,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,
5921,103,16,7,13,0,0,0,4,8,2,2,,,,,,,,,,,,,,,,,,,,,,
7282,28,46,25,8,0,0,0,7,26,13,6,,,,,,,,,,,,,,,,,,,,,,
7620,66,28,19,5,0,0,4,8,20,3,1,,,,,,,,,,,,,,,,,,,,,,
7830,87,20,14,20,0,0,2,8,0,2,2,,,,,,,,,,,,,,,,,,,,,,
7969,0,9,8,8,61,26,16,21,4,0,5,,,,,,,,,,,,,,,,,,,,,,
5884,20,46,23,17,9,0,8,10,17,2,6,,,,,,,,,,,,,,,,,,,,,,
5903,0,31,9,7,62,8,16,17,2,0,5,,,,,,,,,,,,,,,,,,,,,,
5985,14,63,22,0,1,0,10,22,17,3,4,,,,,,,,,,,,,,,,,,,,,,
5993,4,54,30,5,3,1,24,26,3,2,4,,,,,,,,,,,,,,,,,,,,,,
6172,0,51,18,4,24,15,17,19,4,0,0,,,,,,,,,,,,,,,,,,,,,,
6484,71,24,28,10,0,0,5,4,9,1,1,,,,,,,,,,,,,,,,,,,,,,
6602,1,31,37,16,13,13,13,24,2,2,0,,,,,,,,,,,,,,,,,,,,,,
8593,46,25,17,17,12,0,8,4,17,6,1,,,,,,,,,,,,,,,,,,,,,,
6226,0,20,16,6,24,17,29,39,0,0,3,,,,,,,,,,,,,,,,,,,,,,
7369,14,54,28,10,7,6,13,12,5,2,4,,,,,,,,,,,,,,,,,,,,,,
6151,57,27,21,7,2,0,18,9,5,4,1,,,,,,,,,,,,,,,,,,,,,,
6848,2,11,8,21,32,9,22,44,0,1,3,,,,,,,,,,,,,,,,,,,,,,
6942,12,49,30,3,2,0,3,5,38,8,6,,,,,,,,,,,,,,,,,,,,,,
7259,0,22,13,2,29,33,32,17,2,0,3,,,,,,,,,,,,,,,,,,,,,,
7297,84,26,10,9,0,0,3,5,7,6,2,,,,,,,,,,,,,,,,,,,,,,
6039,28,44,29,6,7,2,8,17,5,3,6,,,,,,,,,,,,,,,,,,,,,,
7133,1,19,28,1,32,15,30,18,5,0,0,,,,,,,,,,,,,,,,,,,,,,
7187,32,20,26,18,22,0,6,8,13,4,6,,,,,,,,,,,,,,,,,,,,,,
7990,0,24,2,9,29,53,21,11,0,0,3,,,,,,,,,,,,,,,,,,,,,,
8248,0,44,21,1,13,9,35,24,1,0,0,,,,,,,,,,,,,,,,,,,,,,
8275,11,60,30,2,0,0,9,15,21,0,4,,,,,,,,,,,,,,,,,,,,,,
6077,2,46,33,0,28,10,12,13,1,2,0,,,,,,,,,,,,,,,,,,,,,,
6288,31,43,41,4,1,0,13,8,6,0,6,,,,,,,,,,,,,,,,,,,,,,
6533,30,27,40,5,3,0,17,18,5,2,6,,,,,,,,,,,,,,,,,,,,,,
7171,0,8,6,2,51,31,23,26,0,0,5,,,,,,,,,,,,,,,,,,,,,,
7515,3,16,15,11,25,27,21,27,1,1,3,,,,,,,,,,,,,,,,,,,,,,
8534,68,5,19,26,20,0,4,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,
5935,62,36,8,7,1,0,0,9,16,7,1,,,,,,,,,,,,,,,,,,,,,,
7949,0,4,18,3,39,16,28,38,0,0,5,,,,,,,,,,,,,,,,,,,,,,
5976,38,24,39,8,0,3,8,8,10,7,6,,,,,,,,,,,,,,,,,,,,,,
7170,45,44,20,7,1,0,2,7,15,4,6,,,,,,,,,,,,,,,,,,,,,,
7971,33,53,32,11,0,0,0,4,7,5,6,,,,,,,,,,,,,,,,,,,,,,
5897,1,28,12,2,24,35,16,25,1,0,0,,,,,,,,,,,,,,,,,,,,,,
6130,0,24,19,4,28,13,28,26,2,0,0,,,,,,,,,,,,,,,,,,,,,,
6208,0,18,16,3,33,18,29,27,0,0,3,,,,,,,,,,,,,,,,,,,,,,
6281,63,41,14,3,0,0,2,6,5,10,1,,,,,,,,,,,,,,,,,,,,,,
6561,1,13,17,13,45,3,28,23,0,1,5,,,,,,,,,,,,,,,,,,,,,,
6874,37,40,26,6,0,1,4,3,8,19,6,,,,,,,,,,,,,,,,,,,,,,
7306,3,14,8,2,49,22,25,17,4,0,5,,,,,,,,,,,,,,,,,,,,,,
7607,0,4,3,1,80,16,20,20,0,0,5,,,,,,,,,,,,,,,,,,,,,,
6105,52,29,17,21,1,0,3,12,6,2,1,,,,,,,,,,,,,,,,,,,,,,
7824,26,37,23,8,4,0,11,20,10,4,6,,,,,,,,,,,,,,,,,,,,,,
6872,66,35,15,8,0,0,1,9,2,6,1,,,,,,,,,,,,,,,,,,,,,,
7370,0,28,7,5,23,38,16,23,1,1,0,,,,,,,,,,,,,,,,,,,,,,
7676,82,11,22,12,0,0,3,0,8,4,2,,,,,,,,,,,,,,,,,,,,,,
8427,0,6,8,0,30,21,40,37,0,0,3,,,,,,,,,,,,,,,,,,,,,,
6255,0,5,16,0,59,8,33,20,0,0,5,,,,,,,,,,,,,,,,,,,,,,
7076,24,57,22,8,4,0,6,13,5,2,4,,,,,,,,,,,,,,,,,,,,,,
7377,75,26,13,5,0,0,1,6,9,6,2,,,,,,,,,,,,,,,,,,,,,,
7401,0,30,1,3,26,29,30,19,2,1,0,,,,,,,,,,,,,,,,,,,,,,
7423,8,44,25,14,8,11,9,16,5,1,4,,,,,,,,,,,,,,,,,,,,,,
7652,54,40,12,13,0,0,8,6,8,0,1,,,,,,,,,,,,,,,,,,,,,,
8167,0,40,8,5,28,15,12,29,4,0,0,,,,,,,,,,,,,,,,,,,,,,
6055,0,2,7,0,6,18,37,70,0,0,3,,,,,,,,,,,,,,,,,,,,,,
6115,1,21,3,0,41,17,22,30,3,2,5,,,,,,,,,,,,,,,,,,,,,,
6258,19,55,30,12,0,0,0,7,13,4,6,,,,,,,,,,,,,,,,,,,,,,
6350,52,26,36,8,1,0,2,7,3,5,1,,,,,,,,,,,,,,,,,,,,,,
5908,26,41,18,6,10,1,15,8,10,4,6,,,,,,,,,,,,,,,,,,,,,,
5946,89,21,15,3,0,0,1,2,1,7,2,,,,,,,,,,,,,,,,,,,,,,
6607,27,17,43,8,3,0,5,6,25,5,6,,,,,,,,,,,,,,,,,,,,,,
6939,38,22,34,3,1,0,4,8,18,11,6,,,,,,,,,,,,,,,,,,,,,,
7060,0,45,8,4,19,18,13,30,2,0,0,,,,,,,,,,,,,,,,,,,,,,
7240,73,15,13,17,0,0,4,6,5,6,2,,,,,,,,,,,,,,,,,,,,,,
7485,1,39,9,8,33,13,14,13,8,1,0,,,,,,,,,,,,,,,,,,,,,,
8193,83,22,10,11,0,0,5,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,
8644,47,11,31,31,0,0,3,6,4,6,1,,,,,,,,,,,,,,,,,,,,,,
5836,5,50,26,1,4,0,26,24,1,1,4,,,,,,,,,,,,,,,,,,,,,,
6137,12,42,22,2,14,0,11,23,9,3,4,,,,,,,,,,,,,,,,,,,,,,
6486,14,46,25,3,17,0,5,12,14,2,4,,,,,,,,,,,,,,,,,,,,,,
7457,44,32,19,16,0,0,3,4,14,6,1,,,,,,,,,,,,,,,,,,,,,,
7821,1,5,8,1,44,20,27,32,0,0,5,,,,,,,,,,,,,,,,,,,,,,
8170,10,31,21,8,11,3,22,21,5,6,0,,,,,,,,,,,,,,,,,,,,,,
8445,30,21,20,34,11,0,9,9,3,1,6,,,,,,,,,,,,,,,,,,,,,,
6276,1,11,14,4,52,10,12,30,2,1,5,,,,,,,,,,,,,,,,,,,,,,
6816,19,34,28,1,6,0,15,31,3,0,6,,,,,,,,,,,,,,,,,,,,,,
6987,1,21,20,7,25,19,25,16,3,0,0,,,,,,,,,,,,,,,,,,,,,,
7943,36,24,27,19,7,0,2,3,14,5,6,,,,,,,,,,,,,,,,,,,,,,
7986,0,2,4,0,35,30,33,32,1,0,3,,,,,,,,,,,,,,,,,,,,,,
8368,0,24,4,4,36,22,19,20,7,1,5,,,,,,,,,,,,,,,,,,,,,,
5890,0,42,14,3,28,18,9,8,12,2,0,,,,,,,,,,,,,,,,,,,,,,
5941,10,37,17,2,12,0,14,36,3,5,0,,,,,,,,,,,,,,,,,,,,,,
6492,37,34,17,5,0,0,8,4,26,5,6,,,,,,,,,,,,,,,,,,,,,,
7099,0,30,3,0,47,17,13,22,4,0,5,,,,,,,,,,,,,,,,,,,,,,
7959,26,37,30,17,4,0,4,10,7,1,6,,,,,,,,,,,,,,,,,,,,,,
7570,88,16,5,16,0,0,1,3,1,5,2,,,,,,,,,,,,,,,,,,,,,,
6089,18,42,26,3,13,0,11,14,5,2,6,,,,,,,,,,,,,,,,,,,,,,
6540,0,3,5,0,54,10,24,38,0,0,5,,,,,,,,,,,,,,,,,,,,,,
6190,2,33,10,6,23,10,23,16,9,1,0,,,,,,,,,,,,,,,,,,,,,,
6495,10,38,30,22,5,7,5,11,4,1,6,,,,,,,,,,,,,,,,,,,,,,
7128,4,44,15,8,20,4,15,19,2,2,0,,,,,,,,,,,,,,,,,,,,,,
7238,84,18,7,13,0,0,1,5,3,2,2,,,,,,,,,,,,,,,,,,,,,,
8297,100,6,10,9,0,0,1,3,1,3,2,,,,,,,,,,,,,,,,,,,,,,
8467,58,12,18,14,0,0,4,4,18,5,1,,,,,,,,,,,,,,,,,,,,,,
6018,1,10,16,0,18,12,37,38,0,0,3,,,,,,,,,,,,,,,,,,,,,,
6933,1,36,18,9,24,13,20,10,0,1,0,,,,,,,,,,,,,,,,,,,,,,
7481,0,2,5,2,34,28,36,25,0,0,3,,,,,,,,,,,,,,,,,,,,,,
7955,1,26,2,3,47,16,20,16,1,0,5,,,,,,,,,,,,,,,,,,,,,,
8548,18,15,22,24,22,0,9,7,7,8,6,,,,,,,,,,,,,,,,,,,,,,
6121,57,23,11,15,2,0,4,11,3,5,1,,,,,,,,,,,,,,,,,,,,,,
6166,28,37,39,3,3,0,1,8,12,0,6,,,,,,,,,,,,,,,,,,,,,,
6359,0,8,12,5,38,5,36,24,3,0,5,,,,,,,,,,,,,,,,,,,,,,
7331,6,25,17,11,37,6,12,13,2,2,0,,,,,,,,,,,,,,,,,,,,,,
7447,66,17,13,22,0,0,0,3,4,6,2,,,,,,,,,,,,,,,,,,,,,,
8365,0,9,11,3,64,8,24,12,0,0,5,,,,,,,,,,,,,,,,,,,,,,
